ID_REF	VALUE
1007_s_at	7.728695867
1053_at	6.464291258
117_at	6.819665778
121_at	7.219096883
1255_g_at	3.053603345
1294_at	7.615273696
1316_at	4.84565045
1320_at	5.388193013
1405_i_at	8.386600334
1431_at	4.31933734
1438_at	5.542050635
1487_at	6.606871372
1494_f_at	4.939394601
1552256_a_at	7.451374455
1552257_a_at	7.198371922
1552258_at	7.709036502
1552261_at	4.566656385
1552263_at	7.071719772
1552264_a_at	8.206828853
1552266_at	3.695942595
1552269_at	3.625252478
1552271_at	4.671360863
1552272_a_at	4.984638794
1552274_at	7.014380279
1552275_s_at	7.061860197
1552276_a_at	5.194282742
1552277_a_at	8.387785124
1552278_a_at	5.128523576
1552279_a_at	6.174715167
1552280_at	4.982303687
1552281_at	7.009423232
1552283_s_at	5.784664117
1552286_at	4.686980368
1552287_s_at	7.113671732
1552288_at	4.840802933
1552289_a_at	6.577872774
1552291_at	5.521218125
1552293_at	4.128686322
1552295_a_at	7.575575001
1552296_at	3.054937092
1552299_at	3.547216753
1552301_a_at	4.685379835
1552302_at	5.510745824
1552303_a_at	5.573910212
1552304_at	3.620587643
1552306_at	3.690672875
1552307_a_at	5.373752344
1552309_a_at	8.354018481
1552310_at	6.362777941
1552311_a_at	6.027495665
1552312_a_at	7.202945375
1552314_a_at	4.019883601
1552315_at	6.059303129
1552316_a_at	6.21172864
1552318_at	6.15491518
1552319_a_at	3.630709856
1552320_a_at	2.637736324
1552321_a_at	2.964104263
1552322_at	2.686597533
1552323_s_at	4.262246812
1552325_at	2.575567688
1552326_a_at	3.861190101
1552327_at	4.381282383
1552329_at	7.71449699
1552330_at	4.463237144
1552332_at	6.364375871
1552334_at	6.4118586
1552335_at	5.191378715
1552337_s_at	4.839923393
1552338_at	4.214261608
1552340_at	4.079385254
1552343_s_at	6.000752675
1552344_s_at	5.958984323
1552347_at	7.595765062
1552348_at	5.415464499
1552349_a_at	4.253464127
1552354_at	4.922902581
1552355_s_at	5.250803815
1552359_at	2.876629666
1552360_a_at	4.770956663
1552362_a_at	4.970046842
1552364_s_at	4.694711518
1552365_at	3.983762206
1552367_a_at	3.203634593
1552368_at	3.486217976
1552370_at	5.910124073
1552372_at	2.62387967
1552373_s_at	2.501323283
1552375_at	4.931833658
1552377_s_at	6.245468266
1552378_s_at	6.370218128
1552379_at	2.587081601
1552381_at	3.218691238
1552383_at	6.611000987
1552384_a_at	4.374940307
1552386_at	4.972800426
1552388_at	4.739351293
1552389_at	3.024720386
1552390_a_at	4.120594058
1552391_at	3.134086136
1552393_at	2.639166414
1552394_a_at	2.876820277
1552395_at	6.383094413
1552396_at	4.238312125
1552398_a_at	5.847160755
1552399_a_at	3.684481714
1552400_a_at	3.414947493
1552401_a_at	3.219314405
1552402_at	4.167135154
1552405_at	3.823186736
1552408_at	2.878021123
1552409_a_at	5.58484467
1552410_at	4.753667254
1552411_at	6.344266983
1552412_a_at	3.379045442
1552414_at	3.35039175
1552415_a_at	3.557312686
1552417_a_at	5.372224732
1552418_at	4.783915699
1552419_s_at	6.067881385
1552421_a_at	3.093538986
1552422_at	5.107509736
1552423_at	7.45879279
1552424_at	2.980372583
1552425_a_at	3.156253593
1552426_a_at	8.64357113
1552427_at	3.347963384
1552430_at	2.739985296
1552432_at	5.013615643
1552436_a_at	3.760398695
1552438_a_at	2.878153641
1552439_s_at	2.527215089
1552440_at	4.190006814
1552445_a_at	3.205356242
1552448_a_at	3.525133838
1552449_a_at	3.736794976
1552450_a_at	4.971918441
1552452_at	3.164717592
1552453_a_at	3.470888698
1552455_at	5.668247267
1552456_a_at	3.886151824
1552457_a_at	3.642849057
1552458_at	2.791704713
1552459_a_at	4.008212925
1552461_at	2.796969341
1552463_at	2.953207518
1552466_x_at	2.858549983
1552467_at	6.168125488
1552468_a_at	4.39829297
1552470_a_at	3.259701692
1552472_a_at	6.005986904
1552473_at	7.008065912
1552474_a_at	6.559939397
1552476_s_at	6.16741677
1552477_a_at	3.36183058
1552478_a_at	3.720046182
1552480_s_at	2.763077332
1552481_s_at	4.941597107
1552482_at	5.829204553
1552484_at	4.753793889
1552485_at	7.264777998
1552486_s_at	6.256661848
1552487_a_at	3.849351498
1552489_s_at	2.755378231
1552490_at	3.58162143
1552491_at	5.065385451
1552493_s_at	4.436498548
1552494_at	4.301802079
1552496_a_at	3.633107101
1552497_a_at	6.574609567
1552498_at	3.857649163
1552499_a_at	3.43406292
1552501_a_at	5.736987995
1552502_s_at	3.223076632
1552503_at	4.295653477
1552504_a_at	6.197943891
1552506_at	3.50162658
1552507_at	5.560538621
1552508_at	5.929449633
1552509_a_at	4.658353658
1552510_at	7.046916856
1552511_a_at	2.628486509
1552514_at	3.51432582
1552515_at	3.932724678
1552516_a_at	7.050040469
1552518_s_at	3.379577304
1552519_at	5.382870898
1552520_at	3.505154824
1552521_a_at	2.801094825
1552522_at	2.611532853
1552523_a_at	3.505452709
1552524_at	5.792028815
1552526_at	3.608914547
1552528_at	5.769342439
1552531_a_at	3.397849479
1552532_a_at	3.410592482
1552535_at	5.1617911
1552536_at	5.194796986
1552538_a_at	3.014036982
1552540_s_at	3.8325829
1552541_at	6.195887406
1552542_s_at	5.976894084
1552543_a_at	3.414775868
1552544_at	3.871884956
1552546_a_at	3.419217787
1552548_at	3.73241486
1552549_a_at	4.834528125
1552552_s_at	3.065144099
1552553_a_at	5.157433262
1552554_a_at	2.975802358
1552555_at	6.044315666
1552557_a_at	3.259009257
1552558_a_at	5.939504939
1552559_a_at	4.186247169
1552562_at	4.454597683
1552563_a_at	5.341289957
1552564_at	3.484240881
1552566_at	3.403231419
1552568_at	3.972415641
1552569_a_at	3.815463213
1552570_at	3.118713676
1552572_a_at	2.750701285
1552573_s_at	3.667124565
1552575_a_at	5.72650389
1552576_at	3.834368301
1552578_a_at	3.042339141
1552579_a_at	3.931646829
1552580_at	4.425444999
1552582_at	3.095795595
1552583_s_at	3.342282667
1552584_at	6.223750693
1552585_s_at	3.057872478
1552586_at	5.249988224
1552587_at	2.957616076
1552588_a_at	3.310494269
1552590_a_at	3.178666676
1552592_at	2.633122065
1552594_at	5.370614177
1552596_at	6.143414537
1552598_at	4.245203694
1552599_at	3.046919126
1552602_at	4.606970076
1552604_at	3.641123718
1552605_s_at	3.203689653
1552607_at	4.606139439
1552608_at	4.366404166
1552609_s_at	3.218691238
1552610_a_at	9.600839664
1552611_a_at	7.710092114
1552612_at	7.012347078
1552613_s_at	7.035056275
1552615_at	6.952120444
1552616_a_at	4.847019619
1552617_a_at	7.8232753
1552618_at	7.177206493
1552619_a_at	4.143379429
1552620_at	6.612307111
1552621_at	8.313696622
1552622_s_at	7.515482525
1552623_at	5.797779946
1552625_a_at	6.767673204
1552626_a_at	4.838987349
1552627_a_at	5.63498471
1552628_a_at	8.487977842
1552629_a_at	3.839535391
1552630_a_at	4.588347053
1552631_a_at	5.395101922
1552632_a_at	4.230002691
1552633_at	4.345875331
1552634_a_at	4.901209616
1552637_at	3.51342084
1552639_at	5.602638923
1552641_s_at	6.819559255
1552643_at	5.341571431
1552644_a_at	5.10011786
1552646_at	4.991478252
1552648_a_at	5.759118767
1552649_a_at	4.423976078
1552651_a_at	4.369903012
1552652_at	5.968972378
1552656_s_at	5.293189516
1552657_a_at	4.82007497
1552658_a_at	7.396745177
1552660_a_at	5.747666841
1552661_at	2.544134137
1552662_a_at	4.918668464
1552663_a_at	7.117370041
1552664_at	5.094402869
1552665_at	4.802073727
1552666_a_at	2.64023374
1552667_a_at	5.912682659
1552669_at	4.194171293
1552670_a_at	7.01927262
1552671_a_at	4.713235852
1552672_a_at	3.865581771
1552673_at	2.981542947
1552674_at	2.905955775
1552675_at	2.562465582
1552676_at	5.112144372
1552677_a_at	6.053467661
1552678_a_at	5.361841421
1552680_a_at	3.459368264
1552682_a_at	3.297343581
1552684_a_at	3.340524889
1552685_a_at	4.775336659
1552686_at	4.213816262
1552687_a_at	3.885684341
1552689_at	5.341583291
1552690_a_at	4.765445573
1552691_at	3.394160617
1552693_at	2.843217889
1552694_at	2.956671184
1552695_a_at	4.061233002
1552696_at	3.76366424
1552698_at	4.941679335
1552701_a_at	8.343965222
1552703_s_at	8.16791969
1552705_at	3.046922534
1552708_a_at	2.751098026
1552711_a_at	8.098493514
1552712_a_at	4.90285414
1552713_a_at	4.143138499
1552714_at	3.175485266
1552715_a_at	3.028102416
