ID_REF	VALUE
1007_s_at	9.491112041
1053_at	6.88241535
117_at	8.462175165
121_at	7.591858997
1255_g_at	3.943058536
1294_at	7.841626137
1316_at	5.319330824
1320_at	4.6482473
1405_i_at	9.581179026
1431_at	3.808016538
1438_at	5.603135851
1487_at	6.843261831
1494_f_at	4.919650827
1552256_a_at	7.344504312
1552257_a_at	7.361008323
1552258_at	5.272012711
1552261_at	4.85211916
1552263_at	6.854980428
1552264_a_at	7.960567919
1552266_at	3.619777089
1552269_at	3.205474412
1552271_at	4.790409662
1552272_a_at	4.865252726
1552274_at	7.393593522
1552275_s_at	6.772351392
1552276_a_at	5.314465667
1552277_a_at	8.448939565
1552278_a_at	5.497516124
1552279_a_at	6.211251184
1552280_at	5.609065649
1552281_at	6.724013757
1552283_s_at	5.019504493
1552286_at	4.849603427
1552287_s_at	7.322555932
1552288_at	3.879309117
1552289_a_at	4.523970553
1552291_at	5.730484892
1552293_at	4.020527979
1552295_a_at	7.264084163
1552296_at	2.999088376
1552299_at	3.490240648
1552301_a_at	4.821303638
1552302_at	6.661188866
1552303_a_at	6.173014871
1552304_at	3.677532567
1552306_at	4.092366022
1552307_a_at	5.658248613
1552309_a_at	7.414909797
1552310_at	5.820330501
1552311_a_at	6.137570403
1552312_a_at	6.833367514
1552314_a_at	4.405840854
1552315_at	7.125445883
1552316_a_at	7.715998656
1552318_at	7.417502766
1552319_a_at	3.836566212
1552320_a_at	2.762350955
1552321_a_at	2.948316364
1552322_at	2.81076748
1552323_s_at	4.849646505
1552325_at	2.566403441
1552326_a_at	4.346125364
1552327_at	3.82737014
1552329_at	6.71445183
1552330_at	4.628454213
1552332_at	6.323864712
1552334_at	6.216656862
1552335_at	5.572596451
1552337_s_at	4.724539744
1552338_at	3.929381002
1552340_at	3.656094013
1552343_s_at	6.142955139
1552344_s_at	5.536747009
1552347_at	7.712618639
1552348_at	5.649266683
1552349_a_at	4.335142549
1552354_at	4.812306315
1552355_s_at	5.225023365
1552359_at	2.706114654
1552360_a_at	5.381915012
1552362_a_at	5.126143522
1552364_s_at	4.033483739
1552365_at	4.295443498
1552367_a_at	3.165141789
1552368_at	3.312161109
1552370_at	6.025102629
1552372_at	2.513465883
1552373_s_at	2.757275116
1552375_at	4.776118299
1552377_s_at	6.363541273
1552378_s_at	4.793044789
1552379_at	2.514017
1552381_at	2.899972428
1552383_at	6.287532656
1552384_a_at	4.577289753
1552386_at	5.161286453
1552388_at	5.543347969
1552389_at	3.043088878
1552390_a_at	3.927466679
1552391_at	3.539967828
1552393_at	2.696066865
1552394_a_at	3.219805044
1552395_at	6.379541271
1552396_at	4.11451809
1552398_a_at	4.186368573
1552399_a_at	3.144539092
1552400_a_at	3.627047559
1552401_a_at	3.155808525
1552402_at	3.787052968
1552405_at	4.21805791
1552408_at	2.866362369
1552409_a_at	5.211487725
1552410_at	5.459967995
1552411_at	6.114281935
1552412_a_at	3.281185234
1552414_at	3.282588875
1552415_a_at	3.021843007
1552417_a_at	4.777457628
1552418_at	4.900327731
1552419_s_at	5.979978197
1552421_a_at	2.994114032
1552422_at	5.040402052
1552423_at	5.056762392
1552424_at	3.242680084
1552425_a_at	2.965666472
1552426_a_at	8.592300062
1552427_at	3.269575152
1552430_at	2.802676646
1552432_at	4.911562409
1552436_a_at	3.713834512
1552438_a_at	2.989727138
1552439_s_at	2.733408927
1552440_at	5.859899931
1552445_a_at	3.069389923
1552448_a_at	3.566103099
1552449_a_at	3.666906303
1552450_a_at	4.656149331
1552452_at	3.019172754
1552453_a_at	3.583819492
1552455_at	3.398679372
1552456_a_at	4.187273762
1552457_a_at	3.554239849
1552458_at	2.790864677
1552459_a_at	4.346632653
1552461_at	2.717830821
1552463_at	3.049801689
1552466_x_at	2.72174831
1552467_at	6.044963585
1552468_a_at	4.390969572
1552470_a_at	3.571252561
1552472_a_at	6.396643877
1552473_at	6.69131136
1552474_a_at	6.173762439
1552476_s_at	6.017430458
1552477_a_at	8.634478007
1552478_a_at	6.069143246
1552480_s_at	3.089056273
1552481_s_at	4.120795865
1552482_at	5.936734502
1552484_at	4.970864252
1552485_at	6.499723687
1552486_s_at	5.939687421
1552487_a_at	2.635235891
1552489_s_at	2.738650963
1552490_at	3.505758041
1552491_at	4.862681816
1552493_s_at	4.460101109
1552494_at	4.420889272
1552496_a_at	3.31113984
1552497_a_at	6.837737883
1552498_at	3.730366917
1552499_a_at	3.865157792
1552501_a_at	5.550728714
1552502_s_at	4.573745915
1552503_at	4.280425635
1552504_a_at	6.47642586
1552506_at	3.813146622
1552507_at	5.801744295
1552508_at	6.00458522
1552509_a_at	3.99159314
1552510_at	7.28810815
1552511_a_at	2.586480362
1552514_at	3.885787716
1552515_at	3.867899102
1552516_a_at	6.159241938
1552518_s_at	3.685377582
1552519_at	5.577523802
1552520_at	2.978351884
1552521_a_at	2.625353132
1552522_at	2.534235755
1552523_a_at	3.559996343
1552524_at	5.671148464
