ID_REF	VALUE
1007_s_at	10.20493805
1053_at	6.677224694
117_at	7.095245289
121_at	7.526563136
1255_g_at	3.058716087
1294_at	7.578455389
1316_at	4.931046852
1320_at	4.913270475
1405_i_at	6.833936855
1431_at	3.757032204
1438_at	5.878477537
1487_at	6.723517933
1494_f_at	4.662810333
1552256_a_at	8.015715296
1552257_a_at	8.60950284
1552258_at	4.777142879
1552261_at	5.036252846
1552263_at	6.086721473
1552264_a_at	7.516672191
1552266_at	3.892876424
1552269_at	3.414692736
1552271_at	4.684842512
1552272_a_at	5.27675418
1552274_at	6.474151435
1552275_s_at	6.101145912
1552276_a_at	4.929167562
1552277_a_at	6.71992216
1552278_a_at	4.705031549
1552279_a_at	5.864111024
1552280_at	3.781703667
1552281_at	7.358839389
1552283_s_at	6.115028278
1552286_at	4.841376661
1552287_s_at	7.200018257
1552288_at	4.084785465
1552289_a_at	5.133955424
1552291_at	5.958565334
1552293_at	4.314083489
1552295_a_at	7.085865707
1552296_at	3.527466837
1552299_at	3.441186112
1552301_a_at	4.554661744
1552302_at	5.755109403
1552303_a_at	5.439954412
1552304_at	3.668275176
1552306_at	3.646741441
1552307_a_at	5.832490049
1552309_a_at	7.410462104
1552310_at	5.988151357
1552311_a_at	6.446695635
1552312_a_at	5.803227629
1552314_a_at	3.681072973
1552315_at	5.754709068
1552316_a_at	6.013564624
1552318_at	5.78481116
1552319_a_at	4.058704746
1552320_a_at	2.727083543
1552321_a_at	3.078129498
1552322_at	2.735078044
1552323_s_at	3.9923356
1552325_at	2.638465842
1552326_a_at	4.202295366
1552327_at	4.517963316
1552329_at	5.555180274
1552330_at	4.466550224
1552332_at	6.387188676
1552334_at	6.374027664
1552335_at	5.347289577
1552337_s_at	4.179031635
1552338_at	4.123938388
1552340_at	3.958502075
1552343_s_at	6.344512808
1552344_s_at	5.894569834
1552347_at	8.058509903
1552348_at	5.504804342
1552349_a_at	4.328711637
1552354_at	4.805930109
1552355_s_at	5.319810395
1552359_at	3.007143297
1552360_a_at	4.920200963
1552362_a_at	6.432167719
1552364_s_at	4.4552316
1552365_at	5.347420059
1552367_a_at	4.303785977
1552368_at	3.275197113
1552370_at	6.756552552
1552372_at	2.576788893
1552373_s_at	2.507109851
1552375_at	4.256355957
1552377_s_at	6.19585106
1552378_s_at	5.60353565
1552379_at	2.493813986
1552381_at	3.274210306
1552383_at	6.179950321
1552384_a_at	4.507445212
1552386_at	5.911204419
1552388_at	4.944974341
1552389_at	4.634628414
1552390_a_at	6.730976211
1552391_at	3.467524248
1552393_at	2.564788674
1552394_a_at	3.024603099
1552395_at	6.056967667
1552396_at	4.132351775
1552398_a_at	4.617266864
1552399_a_at	3.312758529
1552400_a_at	4.05475727
1552401_a_at	3.080450216
1552402_at	3.672757855
1552405_at	3.988608242
1552408_at	2.960117972
1552409_a_at	5.198037299
1552410_at	4.787124141
1552411_at	6.183555668
1552412_a_at	3.207019106
1552414_at	3.393697487
1552415_a_at	3.467787055
1552417_a_at	5.07353992
1552418_at	4.759309986
1552419_s_at	5.953646558
1552421_a_at	2.703124528
1552422_at	4.873138144
1552423_at	6.220785642
1552424_at	3.043196499
1552425_a_at	3.258966238
1552426_a_at	8.554821854
1552427_at	3.282018791
1552430_at	3.019735166
1552432_at	4.870044893
1552436_a_at	3.744241828
1552438_a_at	2.98326009
1552439_s_at	3.109857253
1552440_at	4.024846007
1552445_a_at	3.171801503
1552448_a_at	3.634731956
1552449_a_at	3.484767447
1552450_a_at	4.742269829
1552452_at	3.122638236
1552453_a_at	3.344279874
1552455_at	4.119853148
1552456_a_at	3.844777998
1552457_a_at	3.18772481
1552458_at	2.756118998
1552459_a_at	3.890757347
1552461_at	2.668895535
1552463_at	3.215062705
1552466_x_at	2.695849047
1552467_at	6.102033191
1552468_a_at	4.59026804
1552470_a_at	4.00746876
1552472_a_at	5.809697944
1552473_at	6.865125312
1552474_a_at	6.575875383
1552476_s_at	6.510480265
1552477_a_at	6.693277228
1552478_a_at	4.928549562
1552480_s_at	2.837167517
1552481_s_at	4.290327747
1552482_at	5.595088456
1552484_at	5.098512746
1552485_at	7.020870744
1552486_s_at	5.833768054
1552487_a_at	2.508160615
1552489_s_at	2.439699798
1552490_at	3.411760928
1552491_at	4.93666203
1552493_s_at	4.045452657
1552494_at	4.319887646
1552496_a_at	6.13672555
1552497_a_at	6.627185039
1552498_at	3.744241828
1552499_a_at	3.970368616
1552501_a_at	6.329097099
1552502_s_at	4.850579121
1552503_at	4.187940165
1552504_a_at	6.687630186
1552506_at	3.152725476
1552507_at	5.496146003
1552508_at	5.898801096
1552509_a_at	3.225409865
1552510_at	7.215267169
1552511_a_at	2.768180537
1552514_at	3.865645041
1552515_at	3.551806387
1552516_a_at	5.685906746
1552518_s_at	3.858609186
1552519_at	5.509820095
1552520_at	3.237002157
1552521_a_at	2.74105015
1552522_at	2.695273613
1552523_a_at	3.74436152
1552524_at	5.679209132
1552526_at	3.614224836
1552528_at	5.854818208
1552531_a_at	3.555193935
1552532_a_at	3.221561361
1552535_at	5.227623817
1552536_at	5.879879095
1552538_a_at	2.772966554
1552540_s_at	4.487606659
1552541_at	5.88809213
1552542_s_at	4.516895469
1552543_a_at	3.767746523
1552544_at	4.083183085
1552546_a_at	3.533872446
1552548_at	4.077955162
1552549_a_at	5.058440228
1552552_s_at	2.837796036
1552553_a_at	5.626780628
1552554_a_at	2.994483457
1552555_at	5.728894278
1552557_a_at	3.257800888
1552558_a_at	6.064184294
1552559_a_at	4.060975427
1552562_at	4.225851517
1552563_a_at	5.984182358
1552564_at	3.467705214
1552566_at	4.134685244
1552568_at	4.044736067
1552569_a_at	3.472897262
1552570_at	3.064795818
1552572_a_at	2.598933197
1552573_s_at	3.729946156
1552575_a_at	7.019459269
1552576_at	4.1471011
1552578_a_at	2.968995989
1552579_a_at	4.031636145
1552580_at	4.643101135
1552582_at	3.155211619
1552583_s_at	3.242443746
1552584_at	5.495651468
1552585_s_at	2.727871494
1552586_at	5.238179362
1552587_at	2.70653707
1552588_a_at	3.10642445
1552590_a_at	2.988171133
1552592_at	2.369973958
1552594_at	5.269973757
1552596_at	5.983367669
1552598_at	4.12304423
1552599_at	3.202796754
1552602_at	4.818207549
1552604_at	3.523152307
1552605_s_at	3.3401296
1552607_at	4.581894912
1552608_at	4.498419291
1552609_s_at	3.052302607
1552610_a_at	8.794748441
1552611_a_at	6.978229201
1552612_at	6.510174699
1552613_s_at	6.409877313
1552615_at	7.258779074
1552616_a_at	4.67976009
1552617_a_at	7.420910288
1552618_at	6.792920554
1552619_a_at	6.872551177
1552620_at	6.384584964
1552621_at	8.290236267
1552622_s_at	7.687683082
1552623_at	5.438590824
1552625_a_at	6.805605126
1552626_a_at	7.175141294
1552627_a_at	6.01298019
1552628_a_at	8.743858743
1552629_a_at	3.864574959
1552630_a_at	4.229121299
1552631_a_at	4.740098599
1552632_a_at	4.008751504
1552633_at	4.363460376
1552634_a_at	4.212289854
1552637_at	3.662351781
1552639_at	5.127309193
1552641_s_at	6.016192422
1552643_at	4.999568526
1552644_a_at	4.796719036
1552646_at	5.188767157
1552648_a_at	5.75977246
1552649_a_at	4.603390272
1552651_a_at	4.450002338
1552652_at	6.578592136
1552656_s_at	5.585043983
1552657_a_at	4.864428951
1552658_a_at	5.292045589
1552660_a_at	5.34009919
1552661_at	2.36273659
1552662_a_at	4.037918794
1552663_a_at	6.159858169
1552664_at	5.594026439
1552665_at	4.4552316
1552666_a_at	2.911483832
1552667_a_at	5.292045589
1552669_at	4.024846007
1552670_a_at	6.331271288
1552671_a_at	4.713682975
1552672_a_at	4.174603965
1552673_at	6.913179016
1552674_at	2.692883239
1552675_at	2.746798518
1552676_at	5.370228479
1552677_a_at	6.039624354
1552678_a_at	5.301467745
1552680_a_at	3.409295923
1552682_a_at	3.389582332
1552684_a_at	3.812791058
1552685_a_at	5.187415838
1552686_at	4.176227633
1552687_a_at	3.716788743
1552689_at	5.463386328
1552690_a_at	4.770563711
1552691_at	3.479195231
1552693_at	2.855111742
1552694_at	3.17854747
1552695_a_at	5.124421002
1552696_at	3.414426969
1552698_at	5.665553004
1552701_a_at	7.712465754
1552703_s_at	7.699194154
1552705_at	3.310904729
1552708_a_at	2.913121276
1552711_a_at	6.103591808
1552712_a_at	5.348016126
1552713_a_at	4.197714022
1552714_at	3.523152307
1552715_a_at	2.97925065
1552716_at	5.12027793
1552717_s_at	5.181741728
1552718_at	4.527846372
1552719_at	5.885482445
1552721_a_at	3.634269405
1552722_at	2.537237166
1552724_at	5.238734751
1552725_s_at	4.077955162
1552726_at	4.040650541
1552727_s_at	3.286955241
1552729_at	4.687084243
1552730_at	3.653657807
1552731_at	2.986886453
1552732_at	2.569000171
1552733_at	6.525376417
1552734_at	3.399971774
1552735_at	6.198082819
1552736_a_at	3.470420167
1552737_s_at	4.568661989
1552738_a_at	3.502288326
1552739_s_at	5.505348679
1552740_at	3.273779853
1552742_at	5.064327326
1552743_at	3.223587943
1552745_at	3.133050177
1552747_a_at	2.583076115
1552749_a_at	7.46130701
1552750_at	2.987270242
1552751_a_at	4.901914603
1552752_a_at	3.299216015
1552754_a_at	2.936567971
1552755_at	3.975193122
1552757_s_at	3.200427155
1552758_at	3.175317155
1552760_at	3.311141873
1552761_at	5.533552787
1552763_at	2.76572597
1552765_x_at	2.879881696
1552766_at	2.963928833
1552767_a_at	4.467910634
1552768_at	5.809043589
1552769_at	3.472044051
1552770_s_at	4.567340799
1552771_a_at	3.152725476
1552772_at	3.905505617
1552773_at	3.517216046
1552774_a_at	5.50669476
1552775_at	4.02519377
1552777_a_at	3.378579299
1552779_a_at	3.413866842
1552782_at	3.474201888
1552783_at	2.529269596
1552785_at	3.050444061
1552787_at	3.300977019
1552788_a_at	4.608516831
1552789_at	5.611499428
1552790_a_at	7.87828087
1552791_a_at	2.5970394
1552792_at	3.528101924
1552793_at	4.741738987
1552794_a_at	3.213236172
1552796_a_at	3.694154581
1552797_s_at	8.260171788
1552798_a_at	6.231095795
1552799_at	4.080723297
1552800_at	6.355817058
1552801_at	3.992806569
1552803_a_at	2.925762711
1552804_a_at	5.267482208
1552806_a_at	4.677628932
1552807_a_at	7.488757428
1552808_at	2.682587276
1552809_at	2.915112688
1552811_at	5.578686354
1552812_a_at	5.453863362
1552813_at	4.292826537
1552814_a_at	3.858609186
1552816_at	2.7366624
1552818_a_at	3.259274847
1552819_at	4.125775046
1552822_at	3.005624764
1552825_at	2.641984956
1552826_at	2.609228532
1552827_s_at	3.298964853
1552828_at	3.583055563
1552829_at	5.83150103
1552830_at	3.242530804
1552833_at	4.467748146
1552834_at	5.048060212
1552835_at	3.550316737
1552836_at	5.654673387
1552837_at	2.508229459
1552839_at	3.734175108
1552841_s_at	3.073026048
1552842_at	3.964753673
1552843_at	3.286076493
1552845_at	6.196065012
1552846_s_at	6.729488957
1552848_a_at	3.047676179
1552849_at	3.221195339
1552851_at	3.064593692
1552852_a_at	3.041970149
1552853_at	4.546399837
1552854_a_at	4.404950939
1552856_at	3.319246166
1552857_a_at	3.899885799
1552858_at	2.456878781
1552860_at	3.968941806
1552862_at	4.710583011
1552863_a_at	6.379686816
1552865_a_at	4.544304584
1552867_at	6.013427234
1552868_at	5.096854165
1552870_s_at	3.088150815
1552872_at	5.198389427
1552873_s_at	5.467059736
1552875_a_at	2.909729217
1552876_at	3.09125704
1552877_s_at	3.803476122
1552878_at	2.55528073
1552879_a_at	3.258295353
1552880_at	4.889304853
1552882_a_at	4.261770778
1552884_at	4.517183747
1552885_a_at	6.248992179
1552887_at	4.614149649
1552889_a_at	7.159546068
1552890_a_at	4.254860553
1552892_at	5.345217902
1552893_at	5.379757659
1552895_a_at	3.188415809
1552897_a_at	3.467787055
1552898_a_at	3.304885625
1552899_at	2.78752508
1552900_a_at	2.854070914
1552902_a_at	4.349645725
1552903_at	3.451744836
1552904_at	2.582326619
1552906_at	2.579200713
1552908_at	3.030137711
1552910_at	3.467787055
1552911_at	5.03722727
1552912_a_at	3.247275644
1552913_at	2.450896408
1552914_a_at	5.569102981
1552915_at	3.445616797
1552917_at	4.451004219
1552919_at	3.073998267
1552921_a_at	6.072578692
1552922_at	2.64597411
1552923_a_at	3.877041522
1552924_a_at	5.306756125
1552925_at	3.693516404
1552927_at	3.546968972
1552928_s_at	3.690147607
1552929_at	2.996681861
1552930_at	6.770919092
1552931_a_at	7.004563984
1552932_at	3.651132855
1552933_at	2.761356139
1552935_at	5.211515017
1552937_s_at	4.520582966
1552938_at	3.557758933
1552939_at	2.428465764
1552940_at	3.050345312
1552942_at	4.546796532
1552943_at	2.826321633
1552944_a_at	7.622147654
1552946_at	3.026142791
1552947_x_at	3.531860431
1552948_at	4.609573943
1552950_at	2.676135653
1552952_at	3.152725476
1552953_a_at	4.514281423
1552954_at	3.170971442
1552955_at	4.074887899
1552957_at	3.031914548
1552960_at	4.024846007
1552961_at	3.633031438
1552964_at	4.498720123
1552965_a_at	3.908253209
1552967_at	3.715818717
1552969_a_at	3.607590098
1552970_s_at	3.387666661
1552971_at	2.864342496
1552972_at	2.620327601
1552973_at	4.336090282
1552974_at	2.410153371
1552975_x_at	2.47053439
1552976_at	4.818841647
1552977_a_at	6.828865491
1552978_a_at	7.859484026
1552979_at	2.707776018
1552980_at	4.475935793
1552982_a_at	4.079376917
1552985_at	7.570050605
1552986_at	3.81750621
1552987_a_at	2.522955487
1552988_at	2.574952397
1552990_at	2.823717016
1552991_at	4.406455301
1552993_at	2.664140676
1552995_at	5.656897827
1552997_a_at	4.187553281
1552998_at	2.878694116
1552999_a_at	3.783135623
1553002_at	2.874258405
1553003_at	3.601486638
1553004_at	3.45222028
1553006_at	3.882249373
1553007_a_at	3.524809623
1553009_s_at	3.359322998
1553011_at	5.715889597
1553013_at	3.634269405
1553015_a_at	5.951471925
1553016_at	4.403403195
1553019_at	5.594322163
1553020_at	3.383630584
1553021_s_at	4.738536073
1553022_at	2.587645077
1553023_a_at	3.941242399
1553024_at	2.766998892
1553025_at	3.48035522
1553027_a_at	4.244747871
1553028_at	3.688859059
1553030_a_at	5.300801672
1553031_at	4.972482227
1553032_at	2.855620233
1553033_at	3.285900311
1553034_at	4.666916194
1553036_at	2.927686357
1553037_a_at	3.495218955
1553039_a_at	5.971200176
1553041_at	4.349645725
1553042_a_at	5.125394525
1553043_a_at	7.902736741
1553044_at	4.270139952
1553045_at	3.359322998
1553046_s_at	5.592252492
1553047_at	4.696926264
1553048_a_at	4.573188226
1553051_s_at	4.133592245
1553052_at	2.830994931
1553053_at	4.207934171
1553055_a_at	4.585551079
1553057_at	4.026905521
1553058_at	4.026138692
1553059_at	3.277981642
1553060_at	4.249183234
1553061_at	4.540695217
1553062_at	4.694776057
1553063_at	4.838863069
1553064_at	4.902154381
