ID_REF	VALUE
1007_s_at	8.576043892
1053_at	6.67295705
117_at	7.266551292
121_at	7.390320391
1255_g_at	2.901604524
1294_at	7.9818673
1316_at	4.660416895
1320_at	4.709036743
1405_i_at	10.12531955
1431_at	3.788020608
1438_at	5.871738969
1487_at	6.939001021
1494_f_at	4.953787696
1552256_a_at	7.84298383
1552257_a_at	7.314809688
1552258_at	4.930666197
1552261_at	4.372602273
1552263_at	6.594254694
1552264_a_at	7.630564171
1552266_at	4.012697341
1552269_at	3.451332734
1552271_at	4.739568896
1552272_a_at	5.087997266
1552274_at	7.592041423
1552275_s_at	7.406981418
1552276_a_at	5.239524008
1552277_a_at	7.205206316
1552278_a_at	5.34944516
1552279_a_at	6.498828246
1552280_at	4.011262509
1552281_at	7.042433364
1552283_s_at	5.342229013
1552286_at	5.213834936
1552287_s_at	7.591867422
1552288_at	6.036568712
1552289_a_at	7.048089749
1552291_at	5.692191447
1552293_at	3.827459514
1552295_a_at	6.856870031
1552296_at	3.302532666
1552299_at	3.535110253
1552301_a_at	4.416560435
1552302_at	5.662111559
1552303_a_at	5.737072261
1552304_at	3.703847643
1552306_at	3.347733298
1552307_a_at	5.655716397
1552309_a_at	8.436121122
1552310_at	6.330284575
1552311_a_at	6.261570605
1552312_a_at	6.62197467
1552314_a_at	3.448767657
1552315_at	7.281838583
1552316_a_at	7.527202242
1552318_at	7.500394586
1552319_a_at	3.303994801
1552320_a_at	2.782784245
1552321_a_at	3.076262784
1552322_at	2.810220789
1552323_s_at	4.521002474
1552325_at	2.620592179
1552326_a_at	4.146398312
1552327_at	5.298588926
1552329_at	6.497624432
1552330_at	5.212603901
1552332_at	6.541353512
1552334_at	7.039064423
1552335_at	5.203086909
1552337_s_at	4.43110433
1552338_at	4.387473473
1552340_at	3.627228999
1552343_s_at	6.717773992
1552344_s_at	5.288066837
1552347_at	8.322153859
1552348_at	5.501441618
1552349_a_at	4.114124368
1552354_at	4.76075094
1552355_s_at	5.360268607
1552359_at	2.863865042
1552360_a_at	5.221464269
1552362_a_at	5.474145016
1552364_s_at	3.952199423
1552365_at	4.674913088
1552367_a_at	3.234461822
1552368_at	3.289325734
1552370_at	5.88427119
1552372_at	2.66666442
1552373_s_at	2.415245681
1552375_at	4.637943522
1552377_s_at	6.214670278
1552378_s_at	6.158191355
1552379_at	2.676939938
1552381_at	3.317553576
1552383_at	6.427690293
1552384_a_at	4.531926355
1552386_at	5.323809123
1552388_at	4.679437399
1552389_at	3.133972158
1552390_a_at	4.324085064
1552391_at	3.203609708
1552393_at	2.781495145
1552394_a_at	2.965910797
1552395_at	6.273085287
1552396_at	4.010652683
1552398_a_at	4.842580585
1552399_a_at	3.297990896
1552400_a_at	3.526778034
1552401_a_at	3.302530582
1552402_at	4.008035724
1552405_at	3.966015511
1552408_at	2.707845412
1552409_a_at	5.511821597
1552410_at	5.061360243
1552411_at	6.032250473
1552412_a_at	3.297138476
1552414_at	3.469398722
1552415_a_at	3.247733155
1552417_a_at	5.110770311
1552418_at	4.861855185
1552419_s_at	5.799369854
1552421_a_at	2.942841843
1552422_at	4.955257902
1552423_at	6.698413804
1552424_at	2.869123283
1552425_a_at	2.829088093
1552426_a_at	9.014243293
1552427_at	3.411770127
1552430_at	2.916257762
1552432_at	4.671890712
1552436_a_at	3.60687112
1552438_a_at	2.788681796
1552439_s_at	2.530680279
1552440_at	4.129522032
1552445_a_at	3.429651406
1552448_a_at	3.483076718
1552449_a_at	3.570837421
1552450_a_at	4.849657757
1552452_at	3.414992891
1552453_a_at	3.684950894
1552455_at	4.416364085
1552456_a_at	3.898188483
1552457_a_at	3.510769808
1552458_at	2.624374436
1552459_a_at	4.126635378
1552461_at	2.929609065
1552463_at	2.987741764
1552466_x_at	2.683393598
1552467_at	6.081696258
1552468_a_at	4.720145144
1552470_a_at	3.87522194
1552472_a_at	5.393163232
1552473_at	6.982377263
1552474_a_at	6.685121696
1552476_s_at	5.799599145
1552477_a_at	3.834211486
1552478_a_at	3.590423953
1552480_s_at	2.785282076
1552481_s_at	4.615686271
1552482_at	4.750929969
1552484_at	4.879864274
1552485_at	5.87834715
1552486_s_at	5.069953661
1552487_a_at	2.942310693
1552489_s_at	2.633501787
1552490_at	3.677237722
1552491_at	4.830818529
1552493_s_at	4.236473082
1552494_at	4.384094362
1552496_a_at	3.882959044
1552497_a_at	7.20425189
1552498_at	3.953085142
1552499_a_at	4.204308892
1552501_a_at	6.214845057
1552502_s_at	3.13911086
1552503_at	3.997064469
1552504_a_at	6.239190395
1552506_at	3.508268426
1552507_at	6.765889596
1552508_at	7.392261546
1552509_a_at	5.369314534
1552510_at	7.010282083
1552511_a_at	2.828086393
1552514_at	3.925092276
1552515_at	3.624001231
1552516_a_at	5.975125299
1552518_s_at	3.729839414
1552519_at	8.147021104
1552520_at	3.266256353
1552521_a_at	2.683181007
1552522_at	2.408389126
1552523_a_at	3.639593289
1552524_at	5.642855115
1552526_at	3.592613147
1552528_at	5.823019803
1552531_a_at	3.70306473
1552532_a_at	3.41782154
1552535_at	5.108522981
1552536_at	5.03442397
1552538_a_at	2.981122693
1552540_s_at	4.148285167
1552541_at	6.026510908
1552542_s_at	4.709410028
1552543_a_at	3.534254518
1552544_at	4.053129393
1552546_a_at	3.479447348
1552548_at	4.175678746
1552549_a_at	4.590876678
1552552_s_at	3.040215686
1552553_a_at	6.178260269
1552554_a_at	3.501941636
1552555_at	5.607184182
1552557_a_at	3.632688744
1552558_a_at	5.990316141
1552559_a_at	3.975853876
1552562_at	4.271774704
1552563_a_at	4.974930451
1552564_at	3.911473639
1552566_at	3.126172595
1552568_at	3.934747389
1552569_a_at	3.918322727
1552570_at	3.012734981
1552572_a_at	2.790269727
1552573_s_at	3.49735058
1552575_a_at	5.381673106
1552576_at	3.949150302
1552578_a_at	3.016293624
1552579_a_at	3.864745864
1552580_at	4.639207719
1552582_at	3.02812677
1552583_s_at	3.398028927
1552584_at	5.906129067
