ID_REF	VALUE
1007_s_at	10.07957021
1053_at	6.665969625
117_at	6.961278259
121_at	7.267037274
1255_g_at	3.058902448
1294_at	7.763867577
1316_at	4.913631767
1320_at	4.688930793
1405_i_at	9.068762519
1431_at	4.033891783
1438_at	5.613422987
1487_at	6.623251594
1494_f_at	4.784553256
1552256_a_at	7.496025407
1552257_a_at	7.48142545
1552258_at	4.787255041
1552261_at	4.517231562
1552263_at	6.347728238
1552264_a_at	7.448073987
1552266_at	3.480491766
1552269_at	3.663276285
1552271_at	4.560220122
1552272_a_at	5.108388261
1552274_at	7.405261509
1552275_s_at	6.251284754
1552276_a_at	5.092427831
1552277_a_at	7.414008491
1552278_a_at	4.574788438
1552279_a_at	5.761756539
1552280_at	3.238284859
1552281_at	6.616715889
1552283_s_at	5.225267798
1552286_at	4.931619104
1552287_s_at	7.387239862
1552288_at	4.763826958
1552289_a_at	5.638021349
1552291_at	5.769201346
1552293_at	4.270588971
1552295_a_at	6.832435867
1552296_at	3.07436775
1552299_at	3.702316175
1552301_a_at	4.339080138
1552302_at	6.725776113
1552303_a_at	5.546455303
1552304_at	3.751243957
1552306_at	3.175909615
1552307_a_at	6.286060468
1552309_a_at	7.797218809
1552310_at	6.863091165
1552311_a_at	6.199427163
1552312_a_at	5.982372834
1552314_a_at	3.972099787
1552315_at	6.131511142
1552316_a_at	6.92514278
1552318_at	6.568188996
1552319_a_at	3.28135102
1552320_a_at	2.750059638
1552321_a_at	2.864188769
1552322_at	2.776372984
1552323_s_at	4.366108934
1552325_at	2.525877218
1552326_a_at	4.123354798
1552327_at	4.728349586
1552329_at	6.467365331
1552330_at	5.258310305
1552332_at	6.429971922
1552334_at	6.298196942
1552335_at	5.063727339
1552337_s_at	3.885741736
1552338_at	3.905612653
1552340_at	3.415759931
1552343_s_at	7.241065623
1552344_s_at	5.894230491
1552347_at	8.65294461
1552348_at	5.297289373
1552349_a_at	4.139775041
1552354_at	4.446537824
1552355_s_at	5.030252227
1552359_at	2.787319068
1552360_a_at	5.282119609
1552362_a_at	5.761756539
1552364_s_at	4.446537824
1552365_at	5.705452192
1552367_a_at	3.605182197
1552368_at	3.059271313
1552370_at	6.234784558
1552372_at	2.548202533
1552373_s_at	2.60455072
1552375_at	5.014435834
1552377_s_at	6.294717799
1552378_s_at	4.736213061
1552379_at	2.47749421
1552381_at	2.998925429
1552383_at	6.275495807
1552384_a_at	4.434551376
1552386_at	6.694084828
1552388_at	4.714379437
1552389_at	6.715502177
1552390_a_at	9.047872144
1552391_at	3.055207809
1552393_at	2.526319855
1552394_a_at	2.86455789
1552395_at	6.417334467
1552396_at	4.009612396
1552398_a_at	4.506199089
1552399_a_at	3.939256528
1552400_a_at	3.429378738
1552401_a_at	3.067536175
1552402_at	3.644786565
1552405_at	3.733641601
1552408_at	2.903059379
1552409_a_at	5.202576459
1552410_at	5.086090179
1552411_at	6.001122143
1552412_a_at	3.128260437
1552414_at	3.505028735
1552415_a_at	3.060822706
1552417_a_at	4.627673776
1552418_at	4.590641966
1552419_s_at	5.546296674
1552421_a_at	2.997325244
1552422_at	4.770940889
1552423_at	5.425944886
1552424_at	2.995613319
1552425_a_at	3.141109056
1552426_a_at	8.835566231
1552427_at	3.256012883
1552430_at	3.073234447
1552432_at	4.835104836
1552436_a_at	3.513870836
1552438_a_at	2.763305455
1552439_s_at	2.490402021
1552440_at	3.76165082
1552445_a_at	3.312967139
1552448_a_at	3.537787615
1552449_a_at	3.640147904
1552450_a_at	4.748657647
1552452_at	3.29067933
1552453_a_at	3.469092728
1552455_at	3.610816475
1552456_a_at	4.21173079
1552457_a_at	3.32200912
1552458_at	2.816040274
1552459_a_at	4.395766576
1552461_at	2.767666097
1552463_at	2.876376907
1552466_x_at	2.718409418
1552467_at	6.024762948
1552468_a_at	4.501026701
1552470_a_at	4.46390577
1552472_a_at	5.632567731
1552473_at	7.046744528
1552474_a_at	6.917614504
1552476_s_at	6.164529186
1552477_a_at	6.395169168
1552478_a_at	4.50057302
1552480_s_at	3.390970213
1552481_s_at	4.254119394
1552482_at	5.158805417
1552484_at	4.961494396
1552485_at	6.150019776
1552486_s_at	5.477435639
1552487_a_at	2.714349657
1552489_s_at	2.761652275
1552490_at	3.68267981
1552491_at	4.682920539
1552493_s_at	4.000144371
1552494_at	4.269912986
1552496_a_at	5.19218326
1552497_a_at	6.047827717
1552498_at	3.88483531
1552499_a_at	3.602386679
1552501_a_at	6.080669411
1552502_s_at	3.984358677
1552503_at	4.479968679
1552504_a_at	5.89667935
1552506_at	3.562070789
1552507_at	5.913205074
1552508_at	6.176651676
1552509_a_at	2.948641997
1552510_at	6.796026917
1552511_a_at	2.62627861
1552514_at	4.127373528
1552515_at	3.675441546
1552516_a_at	6.356769877
1552518_s_at	3.537453975
1552519_at	5.285697107
1552520_at	3.184084354
1552521_a_at	2.65448469
1552522_at	2.637395721
1552523_a_at	3.602738197
1552524_at	5.385935659
1552526_at	3.678241746
1552528_at	5.684393256
1552531_a_at	3.350462672
1552532_a_at	3.255845017
1552535_at	5.032139325
1552536_at	6.606668294
1552538_a_at	2.935783714
1552540_s_at	4.348544816
1552541_at	5.897642496
1552542_s_at	5.069698215
1552543_a_at	3.426278208
1552544_at	4.271204956
1552546_a_at	3.273561376
1552548_at	3.638498797
1552549_a_at	4.910937182
1552552_s_at	2.911217152
1552553_a_at	5.51567284
1552554_a_at	3.443665476
