4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50
sam	0.380780109760444	0.311872964786022	0.296018446287874	0.265953409312842	0.892738400944348	0.97310841014283	0.45831769413308	0.45831769413308	0.479001238994211	0.458317694133079	0.736041569266079	0.479001238994211	0.710779108963312	0.479001238994211	0.736041569266079	1	0.761592712781761	0.710779108963312	0.710779108963312	0.736041569266079	0.685830434451606	0.500184257070794	1	1
geode	0.0590582290905366	0.265953409312842	0.0505618754017751	0.166938015025064	0.41849223344682	0.543997004787025	0.147189711133967	0.0397526854264594	0.0397526854264592	0.0397526854264594	0.0431144467830755	0.0431144467830753	0.0431144467830755	0.0200191094763631	0.0431144467830755	0.0366160414484686	0.0431144467830753	0.0397526854264594	0.0200191094763631	0.0138616223366312	0.0366160414484686	0.0218895181205661	0.0260906684811255	0.00944068336053161
ref	0.0687072999998226	0.613102446922718	0.0431144467830753	0.636969684594506	0.661219628258286	0.761592712781761	0.919447279941318	0.710779108963312	0.661219628258286	1	0.736041569266079	0.52185417324339	1	1	1	0.97310841014283	0.761592712781761	1	0.438144780058654	1	0.946247358663803	1	0.438144780058653	0.946247358663803
chs	0.636969684594506	0.566597378007616	0.500184257070794	0.41849223344682	0.97310841014283	0.866150638998213	0.710779108963312	0.566597378007616	0.736041569266079	0.761592712781761	0.736041569266079	0.566597378007616	0.543997004787025	0.380780109760444	0.589638551626567	0.543997004787025	0.589638551626567	0.636969684594506	0.52185417324339	0.566597378007616	0.736041569266079	0.589638551626567	0.613102446922718	0.761592712781761
form_sam-geode	0.129279386488387	0.280712665268496	0.166938015025064	0.224915884015962	0.500184257070794	0.613102446922718	0.500184257070794	0.52185417324339	0.710779108963312	0.710779108963312	0.710779108963312	0.710779108963312	0.97310841014283	0.736041569266079	1	0.97310841014283	1	1	0.500184257070794	1	1	0.52185417324339	0.500184257070794	0.710779108963312
form_ref-chs	1	1	1	1	0.866150638998213	0.946247358663803	1	1	1	1	1	1	0.839713501301875	0.636969684594506	0.892738400944348	0.839713501301875	0.636969684594506	0.710779108963312	1	1	0.946247358663803	0.761592712781761	0.761592712781761	1
form_sam-geode-ref-chs	0.589638551626567	0.129279386488387	0.23805997487154	0.328277243851337	0.919447279941319	0.892738400944348	0.736041569266079	0.636969684594506	0.761592712781761	0.710779108963312	0.946247358663803	0.97310841014283	0.97310841014283	0.761592712781761	1	0.946247358663803	0.97310841014283	0.97310841014283	0.97310841014283	0.97310841014283	0.946247358663803	0.710779108963312	0.500184257070794	0.710779108963312
consensus_sam-geode	0.399368373186087	0.0796158014601134	0.0366160414484686	0.661219628258286	0.265953409312842	0.500184257070794	0.380780109760444	0.328277243851337	0.265953409312842	0.52185417324339	0.813455986758935	0.919447279941318	0.97310841014283	0.479001238994211	0.661219628258286	0.736041569266079	0.97310841014283	0.97310841014283	0.710779108963312	0.97310841014283	0.710779108963312	0.212298606881878	0.47900123899421	0.710779108963312
consensus_ref_chs	0.399368373186087	0.0918922110986562	0.438144780058653	0.613102446922718	0.34523107177184	0.661219628258286	0.710779108963312	0.52185417324339	1	1	1	0.685830434451606	0.736041569266079	0.328277243851337	0.761592712781761	0.479001238994211	0.919447279941319	0.280712665268496	0.710779108963312	0.500184257070794	0.479001238994211	0.296018446287874	0.156828296926177	0.946247358663803
consensus_sam-geode-ref-chs	0.113109618225583	0.251737325886578	0.13801073756866	0.380780109760444	1	1	0.399368373186087	0.188614198914569	0.813455986758935	0.479001238994211	0.710779108963312	0.685830434451606	0.661219628258286	0.479001238994211	0.761592712781761	0.710779108963312	0.52185417324339	0.97310841014283	0.710779108963312	0.280712665268496	0.280712665268496	0.500184257070794	0.212298606881878	0.156828296926177
