Reporter Identifier	VALUE
DAP1_0003	12.41
DAP1_0010	12.56
DAP1_0021	9.49
DAP1_0023	8.73
DAP1_0027	10.64
DAP1_0028	8.34
DAP1_0030	12.13
DAP1_0031	12.68
DAP1_0033	9.71
DAP1_0036	10
DAP1_0038	9.63
DAP1_0040	13.44
DAP1_0041	9.56
DAP1_0042	8.5
DAP1_0050	12.95
DAP1_0051	8.33
DAP1_0054	11.25
DAP1_0056	12.03
DAP1_0061	10.73
DAP1_0062	9.37
DAP1_0063	11.61
DAP1_0066	12.63
DAP1_0067	11.8
DAP1_0069	9.06
DAP1_0070	12.35
DAP1_0074	10.01
DAP1_0075	9.93
DAP1_0080	8.46
DAP1_0087	10.22
DAP1_0096	11.87
DAP1_0101	8.69
DAP1_0102	12.25
DAP1_0103	12.58
DAP1_0105	12.24
DAP1_0109	9.31
DAP1_0110	9.35
DAP1_0111	11.11
DAP1_0113	12.16
DAP1_0119	9.56
DAP1_0121	8.46
DAP1_0122	10.49
DAP1_0124	12.91
DAP1_0125	9.07
DAP1_0130	8.78
DAP1_0140	10.2
DAP1_0147	10.96
DAP1_0152	13.07
DAP1_0153	10.09
DAP1_0154	13.62
DAP1_0162	11.75
DAP1_0171	11.98
DAP1_0172	14.28
DAP1_0174	12.65
DAP1_0178	8.38
DAP1_0182	12.01
DAP1_0185	11.33
DAP1_0186	11.25
DAP1_0205	13.37
DAP1_0206	10.26
DAP1_0208	10.27
DAP1_0209	11.4
DAP1_0210	9.99
DAP1_0213	8.52
DAP1_0215	8
DAP1_0220	13.87
DAP1_0223	11.8
DAP1_0230	8.82
DAP1_0233	12.08
DAP1_0234	12.17
DAP1_0240	11.27
DAP1_0247	11.72
DAP1_0256	13.07
DAP1_0261	12.48
DAP1_0263	10.23
DAP1_0265	11.2
DAP1_0269	10.55
DAP1_0270	11.34
DAP1_0273	12.52
DAP1_0285	13.82
DAP1_0296	8.86
DAP1_0300	11.47
DAP1_0312	13.24
DAP1_0315	8.96
DAP1_0331	12.7
DAP1_0341	10.22
DAP1_0361	12.66
DAP1_0368	12.65
DAP1_0377	12.47
DAP1_0398	13.29
DAP1_0401	12.72
DAP1_0403	9.46
DAP1_0427	11.54
DAP1_0430	9.47
DAP1_0433	8.01
DAP1_0437	11.53
DAP1_0442	12.5
DAP1_0453	12.51
DAP1_0460	8.07
DAP1_0480	12.2
DAP1_0482	10
DAP1_0509	13.19
DAP1_0515	10.35
DAP1_0542	8.82
DAP1_0559	9
DAP1_0581	9.96
DAP1_0585	10.39
DAP1_0587	10.22
DAP1_0594	13.18
DAP1_0601	9.77
DAP1_0605	10.77
DAP1_0606	11.21
DAP1_0607	9.45
DAP1_0609	14.17
DAP1_0614	8.71
DAP1_0619	10.41
DAP1_0620	12.78
DAP1_0623	11.82
DAP1_0629	14.39
DAP1_0630	8.78
DAP1_0631	11.59
DAP1_0634	11.75
DAP1_0636	12.92
DAP1_0648	9.43
DAP1_0649	12.78
DAP1_0651	12.12
DAP1_0654	9.63
DAP1_0656	13.31
DAP1_0657	13.84
DAP1_0671	12.58
DAP1_0674	10.13
DAP1_0678	12.6
DAP1_0682	13.11
DAP1_0691	9.42
DAP1_0692	9.75
DAP1_0696	9.44
DAP1_0697	8.72
DAP1_0700	13.99
DAP1_0715	11.51
DAP1_0717	9.64
DAP1_0718	8.66
DAP1_0720	8.46
DAP1_0721	12.79
DAP1_0724	11.61
DAP1_0731	10.85
DAP1_0732	10.05
DAP1_0740	9.88
DAP1_0742	9.33
DAP1_0743	13.2
DAP1_0744	12.69
DAP1_0745	8
DAP1_0747	7.95
DAP1_0751	10.96
DAP1_0752	13.02
DAP1_0753	10.3
DAP1_0754	12.34
DAP1_0756	8.73
DAP1_0758	14.18
DAP1_0759	9.77
DAP1_0764	11.98
DAP1_0775	10.79
DAP1_0778	9.96
DAP1_0780	9.35
DAP1_0781	12.27
DAP1_0791	8.72
DAP1_0799	12.2
