Reporter Identifier	VALUE
DAP1_0003	12.4
DAP1_0010	12.92
DAP1_0021	8.98
DAP1_0023	9.43
DAP1_0027	8.69
DAP1_0028	8.37
DAP1_0030	12.1
DAP1_0031	12.77
DAP1_0033	9.29
DAP1_0036	10
DAP1_0038	10.79
DAP1_0040	13.18
DAP1_0041	9.48
DAP1_0042	8.93
DAP1_0050	12.81
DAP1_0051	8.63
DAP1_0054	12.14
DAP1_0056	11.7
DAP1_0061	9.79
DAP1_0062	9.69
DAP1_0063	11.55
DAP1_0066	12.06
DAP1_0067	13.05
DAP1_0069	11.56
DAP1_0070	11.81
DAP1_0074	10.84
DAP1_0075	8.59
DAP1_0080	8.33
DAP1_0087	9.61
DAP1_0096	8.44
DAP1_0101	8.73
DAP1_0102	11.93
DAP1_0103	11.82
DAP1_0105	8.98
DAP1_0109	10.56
DAP1_0110	8.47
DAP1_0111	10.73
DAP1_0113	11.92
DAP1_0119	8.3
DAP1_0121	8.33
DAP1_0122	8.55
DAP1_0124	13.23
DAP1_0125	9.57
DAP1_0130	9.27
DAP1_0140	11.45
DAP1_0147	10.74
DAP1_0152	13.08
DAP1_0153	8.34
DAP1_0154	13.75
DAP1_0162	11.9
DAP1_0171	10.22
DAP1_0172	13.24
DAP1_0174	13.33
DAP1_0178	8.74
DAP1_0182	12.32
DAP1_0185	11.52
DAP1_0186	7.84
DAP1_0205	13.57
DAP1_0206	11.05
DAP1_0208	9.9
DAP1_0209	11.01
DAP1_0210	9.36
DAP1_0213	9.62
DAP1_0215	8.77
DAP1_0220	13.46
DAP1_0223	10.51
DAP1_0230	8.66
DAP1_0233	12.99
DAP1_0234	12.37
DAP1_0240	10.68
DAP1_0247	11.99
DAP1_0256	13.36
DAP1_0261	12.02
DAP1_0263	9.7
DAP1_0265	11.43
DAP1_0269	10.77
DAP1_0270	12.12
DAP1_0273	12.97
DAP1_0285	11.53
DAP1_0296	10.13
DAP1_0300	11.03
DAP1_0312	12.53
DAP1_0315	8.89
DAP1_0331	12.54
DAP1_0341	11.99
DAP1_0361	12.83
DAP1_0368	12.54
DAP1_0377	13.26
DAP1_0398	13.13
DAP1_0401	12.31
DAP1_0403	9.6
DAP1_0427	11.51
DAP1_0430	10.86
DAP1_0433	7.94
DAP1_0437	10.48
DAP1_0442	11.2
DAP1_0453	11.96
DAP1_0460	8.24
DAP1_0480	11.8
DAP1_0482	8.12
DAP1_0509	12.6
DAP1_0515	10.25
DAP1_0542	9.99
DAP1_0559	9.22
DAP1_0581	10.02
DAP1_0585	11.16
DAP1_0587	8.4
DAP1_0594	13.48
DAP1_0601	10.14
DAP1_0605	11.86
DAP1_0606	11.37
DAP1_0607	11.1
DAP1_0609	14.24
DAP1_0614	9.77
DAP1_0619	10.33
DAP1_0620	13.66
DAP1_0623	10.2
DAP1_0629	14.12
DAP1_0630	9.29
DAP1_0631	11.01
DAP1_0634	11.57
DAP1_0636	13.2
DAP1_0648	8.54
DAP1_0649	13.01
DAP1_0651	12.36
DAP1_0654	9.43
DAP1_0656	12.58
DAP1_0657	12.63
DAP1_0671	10.72
DAP1_0674	9.87
DAP1_0678	12.73
DAP1_0682	13.23
DAP1_0691	9.67
DAP1_0692	10.42
DAP1_0696	9.58
DAP1_0697	9.39
DAP1_0700	13.76
DAP1_0715	11.23
DAP1_0717	9.92
DAP1_0718	9.38
DAP1_0720	9.3
DAP1_0721	11.66
DAP1_0724	10.24
DAP1_0731	10.75
DAP1_0732	11.44
DAP1_0740	10.45
DAP1_0742	12
DAP1_0743	12.4
DAP1_0744	13.29
DAP1_0745	9.7
DAP1_0747	10.49
DAP1_0751	11.48
DAP1_0752	12.03
DAP1_0753	9.24
DAP1_0754	12.39
DAP1_0756	8.54
DAP1_0758	14.23
DAP1_0759	8.11
DAP1_0764	12.12
DAP1_0775	11.03
DAP1_0778	10.87
DAP1_0780	9.77
DAP1_0781	11.26
DAP1_0791	9.96
DAP1_0799	11.6
DAP1_0800	12.75
DAP1_0805	12.75
DAP1_0807	10.53
DAP1_0813	11.89
DAP1_0814	12.23
DAP1_0815	8.19
DAP1_0820	9.96
DAP1_0822	13.33
DAP1_0839	10.37
DAP1_0840	13.34
DAP1_0844	11.83
DAP1_0859	12.3
DAP1_0861	10.14
DAP1_0864	11.18
DAP1_0881	10.68
DAP1_0884	12.63
DAP1_0885	9.53
DAP1_0887	11.42
DAP1_0889	10.17
DAP1_0890	12.66
DAP1_0891	10.89
DAP1_0895	11.23
DAP1_0897	9.41
DAP1_0901	11.62
DAP1_0905	10.09
DAP1_0913	12.08
DAP1_0915	8.62
DAP1_0917	8.88
DAP1_0920	12.32
DAP1_0925	13.26
DAP1_0926	8.88
DAP1_0929	12.8
DAP1_0931	10.71
DAP1_0933	10.94
DAP1_0935	8.48
DAP1_0936	12.4
DAP1_0940	13.99
DAP1_0942	11.25
DAP1_0943	11.28
DAP1_0944	11.55
DAP1_0946	12.81
DAP1_0949	10.18
DAP1_0950	12.01
DAP1_0951	13.88
DAP1_0952	13.54
DAP1_0958	11.21
DAP1_0960	10.31
DAP1_0961	10.32
DAP1_0963	11.85
DAP1_0969	9.43
DAP1_0971	9.11
DAP1_0973	13.04
DAP1_0974	11.18
DAP1_0976	12.58
DAP1_0977	11.19
DAP1_0978	9.22
DAP1_0979	12.24
DAP1_0984	11.29
DAP1_0987	9.55
DAP1_0989	13.48
DAP1_0991	7.96
DAP1_0992	12.58
DAP1_1000	9.88
DAP1_1001	9.22
DAP1_1002	12.72
DAP1_1006	10.22
DAP1_1009	11.68
DAP1_1011	12.97
DAP1_1015	10.46
DAP1_1020	13.21
DAP1_1022	13.38
DAP1_1024	13.28
DAP1_1030	10.05
DAP1_1032	10.55
DAP1_1037	12.45
DAP1_1039	12.18
DAP1_1040	9.75
DAP1_1041	11.3
DAP1_1042	10.26
DAP1_1044	10.53
DAP1_1046	9.02
DAP1_1047	9.04
DAP1_1051	12.12
DAP1_1055	12.03
DAP1_1060	8.55
DAP1_1063	9.85
DAP1_1066	13.99
DAP1_1071	10.67
DAP1_1072	8.89
DAP1_1077	11.31
DAP1_1078	11.46
DAP1_1079	13.93
DAP1_1080	8.82
DAP1_1085	11.81
DAP1_1086	9.91
DAP1_1087	12.68
DAP1_1088	12.08
DAP1_1093	13.87
DAP1_1097	10.03
DAP1_1098	10.96
DAP1_1099	11.89
DAP1_1102	11.82
DAP1_1104	12.69
DAP1_1105	10.82
DAP1_1109	12.65
DAP1_1110	8.82
DAP1_1111	13.14
DAP1_1124	12.43
DAP1_1125	8.21
DAP1_1138	8.23
DAP1_1145	9.93
DAP1_1151	11.13
DAP1_1164	11.92
DAP1_1170	12.28
DAP1_1171	8.95
DAP1_1173	8.43
DAP1_1178	10.48
DAP1_1182	8.07
DAP1_1190	10.18
DAP1_1191	9.59
DAP1_1203	11.91
DAP1_1219	9.9
DAP1_1222	8.36
DAP1_1225	10.68
DAP1_1227	11.84
DAP1_1228	12.17
DAP1_1229	11.49
DAP1_1240	11.31
DAP1_1241	8.72
DAP1_1248	9.45
DAP1_1250	10.16
DAP1_1255	7.97
DAP1_1256	10.24
DAP1_1262	8.23
DAP1_1265	8.05
DAP1_1267	9.86
DAP1_1269	11.32
DAP1_1270	8.4
DAP1_1272	9.5
DAP1_1276	11.13
DAP1_1277	12.6
DAP1_1285	12.23
DAP1_1286	9.83
DAP1_1307	13.43
DAP1_1309	12.63
DAP1_1311	9.2
DAP1_1312	9.42
DAP1_1317	9.65
DAP1_1319	13.35
DAP1_1320	12.28
DAP1_1321	8.14
DAP1_1324	12.67
DAP1_1326	10.07
DAP1_1330	8.24
DAP1_1331	10.76
DAP1_1333	12.69
DAP1_1334	10.26
DAP1_1335	13.34
DAP1_1337	11.46
DAP1_1338	10.04
DAP1_1339	11.94
DAP1_1340	12.06
DAP1_1341	9.41
DAP1_1343	9.21
DAP1_1344	9.86
DAP1_1360	12.84
DAP1_1370	11.65
DAP1_1375	13.55
DAP1_1377	9.43
DAP1_1382	13.06
DAP1_1384	11.96
DAP1_1389	11.85
DAP1_1390	12.22
DAP1_1392	12.34
DAP1_1407	12.26
DAP1_1432	10.39
DAP1_1439	13.76
DAP1_1462	9.44
DAP1_1482	13.39
DAP1_1493	13.86
DAP1_1543	8.2
DAP1_1549	10.26
DAP1_1550	12.27
DAP1_1553	8.48
DAP1_1558	8.15
DAP1_1559	13.43
DAP1_1562	9.56
DAP1_1563	10.51
