Reporter Identifier	VALUE
DAP1_0003	10.59
DAP1_0010	11.66
DAP1_0021	8.4
DAP1_0023	10.01
DAP1_0027	9.9
DAP1_0028	8.18
DAP1_0030	11.33
DAP1_0031	13.46
DAP1_0033	10.61
DAP1_0036	9.91
DAP1_0038	9.85
DAP1_0040	13.12
DAP1_0041	10.9
DAP1_0042	9.64
DAP1_0050	12.35
DAP1_0051	9.34
DAP1_0054	11.16
DAP1_0056	12.41
DAP1_0061	11.27
DAP1_0062	10.22
DAP1_0063	12.45
DAP1_0066	10.44
DAP1_0067	8.47
DAP1_0069	9.72
DAP1_0070	12.2
DAP1_0074	11.22
DAP1_0075	11.19
DAP1_0080	9.11
DAP1_0087	8.34
DAP1_0096	8.34
DAP1_0101	10.38
DAP1_0102	12.32
DAP1_0103	12.54
DAP1_0105	8.65
DAP1_0109	10.59
DAP1_0110	8.2
DAP1_0111	10.08
DAP1_0113	10.46
DAP1_0119	8.56
DAP1_0121	10.54
DAP1_0122	10.4
DAP1_0124	13.56
DAP1_0125	10.7
DAP1_0130	11.51
DAP1_0140	9.6
DAP1_0147	11.8
DAP1_0152	13.09
DAP1_0153	11.89
DAP1_0154	13.28
DAP1_0162	12.46
DAP1_0171	11.64
DAP1_0172	12.56
DAP1_0174	14.08
DAP1_0178	9.22
DAP1_0182	9.04
DAP1_0185	11.81
DAP1_0186	8.88
DAP1_0205	11.06
DAP1_0206	10.87
DAP1_0208	8.38
DAP1_0209	8.47
DAP1_0210	10.57
DAP1_0213	10.84
DAP1_0215	9.54
DAP1_0220	13.31
DAP1_0223	12.02
DAP1_0230	8.23
DAP1_0233	11.57
DAP1_0234	12.25
DAP1_0240	11.83
DAP1_0247	12.47
DAP1_0256	13.29
DAP1_0261	12.19
DAP1_0263	8.93
DAP1_0265	9.26
DAP1_0269	10.42
DAP1_0270	12.67
DAP1_0273	12.08
DAP1_0285	11.58
DAP1_0296	10.79
DAP1_0300	11.74
DAP1_0312	13.82
DAP1_0315	10.21
DAP1_0331	11.64
DAP1_0341	10.43
DAP1_0361	12.83
DAP1_0368	12.31
DAP1_0377	8.26
DAP1_0398	13.57
DAP1_0401	10.72
DAP1_0403	9.42
DAP1_0427	11.83
DAP1_0430	8.81
DAP1_0433	9.59
DAP1_0437	11.8
DAP1_0442	10.23
DAP1_0453	12.6
DAP1_0460	8.49
DAP1_0480	11.82
DAP1_0482	11.35
DAP1_0509	12.6
DAP1_0515	8.78
DAP1_0542	8.61
DAP1_0559	9.59
DAP1_0581	10.61
DAP1_0585	10.09
DAP1_0587	9.18
DAP1_0594	13.68
DAP1_0601	8.18
DAP1_0605	11.84
DAP1_0606	8.26
DAP1_0607	8.72
DAP1_0609	13.83
DAP1_0614	8.06
DAP1_0619	10.71
DAP1_0620	13.44
DAP1_0623	9.05
DAP1_0629	14.03
DAP1_0630	10.74
DAP1_0631	11.74
DAP1_0634	11.4
DAP1_0636	12.83
DAP1_0648	9.46
DAP1_0649	13.38
DAP1_0651	12.32
DAP1_0654	10.82
DAP1_0656	13.08
DAP1_0657	12.32
DAP1_0671	10.89
DAP1_0674	9.86
DAP1_0678	12.84
DAP1_0682	13.58
DAP1_0691	11.02
DAP1_0692	8.18
DAP1_0696	8.2
DAP1_0697	10.22
DAP1_0700	12.51
DAP1_0715	10.08
DAP1_0717	10.58
DAP1_0718	10.23
DAP1_0720	10.1
DAP1_0721	10.33
DAP1_0724	9.7
DAP1_0731	10.2
DAP1_0732	11.48
DAP1_0740	11.58
DAP1_0742	10.27
DAP1_0743	12.67
DAP1_0744	12.77
DAP1_0745	9.43
DAP1_0747	9.4
DAP1_0751	12.4
DAP1_0752	12.47
DAP1_0753	9.83
DAP1_0754	9.98
DAP1_0756	9.38
DAP1_0758	13.56
DAP1_0759	8.57
DAP1_0764	12.06
DAP1_0775	11.18
DAP1_0778	10.43
DAP1_0780	11.55
DAP1_0781	12.81
DAP1_0791	10.13
DAP1_0799	12.23
DAP1_0800	13.06
DAP1_0805	8.13
DAP1_0807	8.7
DAP1_0813	12.4
DAP1_0814	12.08
DAP1_0815	9.19
DAP1_0820	12.49
DAP1_0822	13.14
DAP1_0839	11.73
DAP1_0840	13.65
DAP1_0844	11.79
DAP1_0859	9.38
DAP1_0861	10.9
DAP1_0864	11.79
DAP1_0881	12.2
DAP1_0884	8.91
DAP1_0885	9.17
DAP1_0887	11.09
DAP1_0889	8.93
DAP1_0890	12.6
DAP1_0891	9.73
DAP1_0895	11.03
DAP1_0897	11.8
DAP1_0901	11.45
DAP1_0905	11.13
DAP1_0913	12.04
DAP1_0915	9.49
DAP1_0917	8.51
DAP1_0920	12.76
DAP1_0925	9.9
DAP1_0926	10.46
DAP1_0929	12.77
DAP1_0931	11.28
DAP1_0933	9.99
