Reporter Identifier	VALUE
DAP1_0003	10.24
DAP1_0010	12.24
DAP1_0021	10.69
DAP1_0023	10.21
DAP1_0027	11.7
DAP1_0028	8.67
DAP1_0030	11.61
DAP1_0031	12.54
DAP1_0033	11.39
DAP1_0036	10.47
DAP1_0038	10.5
DAP1_0040	12.96
DAP1_0041	10.22
DAP1_0042	9.78
DAP1_0050	12.86
DAP1_0051	9.66
DAP1_0054	10.84
DAP1_0056	11.61
DAP1_0061	10.27
DAP1_0062	10.95
DAP1_0063	11.59
DAP1_0066	12.57
DAP1_0067	11.11
DAP1_0069	11.02
DAP1_0070	11.56
DAP1_0074	11.56
DAP1_0075	10.95
DAP1_0080	8.58
DAP1_0087	10.64
DAP1_0096	8.42
DAP1_0101	9.18
DAP1_0102	10.39
DAP1_0103	12.42
DAP1_0105	10.46
DAP1_0109	11.22
DAP1_0110	8
DAP1_0111	10.8
DAP1_0113	9.9
DAP1_0119	8.65
DAP1_0121	9.83
DAP1_0122	11.6
DAP1_0124	13.42
DAP1_0125	10.24
DAP1_0130	9.72
DAP1_0140	9.3
DAP1_0147	10.59
DAP1_0152	12.96
DAP1_0153	8.01
DAP1_0154	13.53
DAP1_0162	12.2
DAP1_0171	11.6
DAP1_0172	13.74
DAP1_0174	13.54
DAP1_0178	8.46
DAP1_0182	12.28
DAP1_0185	12.53
DAP1_0186	8.75
DAP1_0205	13.33
DAP1_0206	10.99
DAP1_0208	10.79
DAP1_0209	10.92
DAP1_0210	10.04
DAP1_0213	10.21
DAP1_0215	8.81
DAP1_0220	13.55
DAP1_0223	10.05
DAP1_0230	8.54
DAP1_0233	12.82
DAP1_0234	10.68
DAP1_0240	9.59
DAP1_0247	12.15
DAP1_0256	12.7
DAP1_0261	11.3
DAP1_0263	10.78
DAP1_0265	11.38
DAP1_0269	9.5
DAP1_0270	11.14
DAP1_0273	12.91
DAP1_0285	10.69
DAP1_0296	11.21
DAP1_0300	9.49
DAP1_0312	12.65
DAP1_0315	9.07
DAP1_0331	12.76
DAP1_0341	11.88
DAP1_0361	13.39
DAP1_0368	11.65
DAP1_0377	11.97
DAP1_0398	13.45
DAP1_0401	11.69
DAP1_0403	8.88
DAP1_0427	11.4
