Reporter Identifier	VALUE
DAP1_0003	11.61
DAP1_0010	12.53
DAP1_0021	9.53
DAP1_0023	8.86
DAP1_0027	9.68
DAP1_0028	8.53
DAP1_0030	12.23
DAP1_0031	12.33
DAP1_0033	9.9
DAP1_0036	8.83
DAP1_0038	9.28
DAP1_0040	13.51
DAP1_0041	8.89
DAP1_0042	11.27
DAP1_0050	12.94
DAP1_0051	8.98
DAP1_0054	10.4
DAP1_0056	11.9
DAP1_0061	9.9
DAP1_0062	8.36
DAP1_0063	11.57
DAP1_0066	12.06
DAP1_0067	12.53
DAP1_0069	8.84
DAP1_0070	12.5
DAP1_0074	10.42
DAP1_0075	10.63
DAP1_0080	9.16
DAP1_0087	8.87
DAP1_0096	8.24
DAP1_0101	8.18
DAP1_0102	11.8
DAP1_0103	12.65
DAP1_0105	9.41
DAP1_0109	9.94
DAP1_0110	7.95
DAP1_0111	10.58
DAP1_0113	12.72
DAP1_0119	9.14
DAP1_0121	8.51
DAP1_0122	9.04
DAP1_0124	12.75
DAP1_0125	8.68
DAP1_0130	9.52
DAP1_0140	10.83
DAP1_0147	11.16
DAP1_0152	11.87
DAP1_0153	8.86
DAP1_0154	13.63
DAP1_0162	10.66
DAP1_0171	10.06
DAP1_0172	13.43
DAP1_0174	13.25
DAP1_0178	8.02
DAP1_0182	12.06
DAP1_0185	10.93
DAP1_0186	10.02
DAP1_0205	12.77
DAP1_0206	11.46
DAP1_0208	9.77
DAP1_0209	10.98
DAP1_0210	8.92
DAP1_0213	8.42
DAP1_0215	8.67
DAP1_0220	13.6
DAP1_0223	10.7
DAP1_0230	8.87
DAP1_0233	13.21
DAP1_0234	12.74
DAP1_0240	10.83
DAP1_0247	12.34
DAP1_0256	13.28
DAP1_0261	12.04
DAP1_0263	9.8
DAP1_0265	11.07
DAP1_0269	9.93
DAP1_0270	11.9
DAP1_0273	12.85
DAP1_0285	13.1
DAP1_0296	8.4
DAP1_0300	11.31
DAP1_0312	12.95
DAP1_0315	8.36
DAP1_0331	12.83
DAP1_0341	10.75
DAP1_0361	12.93
DAP1_0368	12.6
DAP1_0377	12.29
DAP1_0398	13.35
DAP1_0401	12.84
DAP1_0403	10.63
DAP1_0427	12.33
DAP1_0430	10.7
DAP1_0433	7.99
DAP1_0437	12
DAP1_0442	11.72
DAP1_0453	12.72
DAP1_0460	8.56
DAP1_0480	12.17
DAP1_0482	9.53
DAP1_0509	12.73
DAP1_0515	9.76
DAP1_0542	8.53
DAP1_0559	9.18
DAP1_0581	10.86
DAP1_0585	10.15
DAP1_0587	8.02
DAP1_0594	13.01
DAP1_0601	9.15
DAP1_0605	11.48
DAP1_0606	10.81
DAP1_0607	9.24
DAP1_0609	14.1
DAP1_0614	9.15
DAP1_0619	10.42
DAP1_0620	12.86
DAP1_0623	9.44
DAP1_0629	14.37
DAP1_0630	11.5
DAP1_0631	11.49
DAP1_0634	11.44
DAP1_0636	13.05
DAP1_0648	10.77
DAP1_0649	12.22
DAP1_0651	11.93
DAP1_0654	11.26
DAP1_0656	13.19
DAP1_0657	13.72
DAP1_0671	11.62
DAP1_0674	9.29
DAP1_0678	10.57
DAP1_0682	13.13
DAP1_0691	9.19
DAP1_0692	10.35
DAP1_0696	7.9
DAP1_0697	9.54
DAP1_0700	14.19
DAP1_0715	10.18
DAP1_0717	9.7
DAP1_0718	10.48
DAP1_0720	8.43
DAP1_0721	12.74
DAP1_0724	9.38
DAP1_0731	10.41
DAP1_0732	11.36
DAP1_0740	11.29
DAP1_0742	8.98
DAP1_0743	11.71
DAP1_0744	12.79
DAP1_0745	8.89
DAP1_0747	8.95
DAP1_0751	11.2
DAP1_0752	12.93
DAP1_0753	9.87
DAP1_0754	11.51
DAP1_0756	9.21
DAP1_0758	14.03
DAP1_0759	10.19
DAP1_0764	12.86
DAP1_0775	11.41
DAP1_0778	9.73
DAP1_0780	9.49
DAP1_0781	12.68
DAP1_0791	8.42
DAP1_0799	11.65
DAP1_0800	12.48
DAP1_0805	12.39
DAP1_0807	9.96
DAP1_0813	10.96
DAP1_0814	12.49
DAP1_0815	9.49
DAP1_0820	11.41
DAP1_0822	13.22
DAP1_0839	10.47
DAP1_0840	13.57
DAP1_0844	11.28
DAP1_0859	11.41
DAP1_0861	11.41
DAP1_0864	11.81
DAP1_0881	8.08
DAP1_0884	10.91
DAP1_0885	8.82
DAP1_0887	10.31
DAP1_0889	8.64
DAP1_0890	12.98
DAP1_0891	11.61
DAP1_0895	11.1
DAP1_0897	10.97
DAP1_0901	10.4
DAP1_0905	9.8
DAP1_0913	12.09
DAP1_0915	8.98
DAP1_0917	8.28
DAP1_0920	12.7
DAP1_0925	12.32
