Reporter Identifier	VALUE
DAP1_0003	9.67
DAP1_0010	11.2
DAP1_0021	8.96
DAP1_0023	10.18
DAP1_0027	9.53
DAP1_0028	8.75
DAP1_0030	11.08
DAP1_0031	12.41
DAP1_0033	9.58
DAP1_0036	9.97
DAP1_0038	10.13
DAP1_0040	13.27
DAP1_0041	11.24
DAP1_0042	9.97
DAP1_0050	13.19
DAP1_0051	8.49
DAP1_0054	12.46
DAP1_0056	12.27
DAP1_0061	10.69
DAP1_0062	10.1
DAP1_0063	11.38
DAP1_0066	11.89
DAP1_0067	12.38
DAP1_0069	8.79
DAP1_0070	9
DAP1_0074	8.78
DAP1_0075	10.26
DAP1_0080	8.68
DAP1_0087	8.12
DAP1_0096	8.55
DAP1_0101	9.47
DAP1_0102	11.54
DAP1_0103	12.3
DAP1_0105	10.25
DAP1_0109	9.74
DAP1_0110	8.19
DAP1_0111	11.13
DAP1_0113	12.41
DAP1_0119	8.44
DAP1_0121	10.12
DAP1_0122	9.26
DAP1_0124	13.23
DAP1_0125	10.03
DAP1_0130	9.54
DAP1_0140	9.07
DAP1_0147	10.79
DAP1_0152	13.11
DAP1_0153	7.81
DAP1_0154	13.69
DAP1_0162	11.27
DAP1_0171	11.6
DAP1_0172	13.57
DAP1_0174	13.76
DAP1_0178	8.16
DAP1_0182	12.42
DAP1_0185	12.91
DAP1_0186	10.87
DAP1_0205	13.64
DAP1_0206	11.8
DAP1_0208	9.54
DAP1_0209	9.44
DAP1_0210	9.67
DAP1_0213	7.68
DAP1_0215	8.52
DAP1_0220	13.36
DAP1_0223	11.66
DAP1_0230	8.12
DAP1_0233	12.66
DAP1_0234	11.58
DAP1_0240	10.97
DAP1_0247	12.23
DAP1_0256	12.67
DAP1_0261	11.91
DAP1_0263	7.97
DAP1_0265	9.24
DAP1_0269	9.67
DAP1_0270	10.44
DAP1_0273	12.47
DAP1_0285	12.67
DAP1_0296	9.8
DAP1_0300	12.03
DAP1_0312	13.27
DAP1_0315	9.32
DAP1_0331	13.01
DAP1_0341	12.02
DAP1_0361	12.77
DAP1_0368	11.46
DAP1_0377	12.28
DAP1_0398	13.32
DAP1_0401	12.95
DAP1_0403	10.65
DAP1_0427	11.71
DAP1_0430	11.4
DAP1_0433	8.41
DAP1_0437	10.79
DAP1_0442	11.83
DAP1_0453	12.93
DAP1_0460	8.66
DAP1_0480	11.88
DAP1_0482	10.31
DAP1_0509	12.74
DAP1_0515	8.55
DAP1_0542	10.02
DAP1_0559	9.38
DAP1_0581	9.69
DAP1_0585	8.35
DAP1_0587	11.12
DAP1_0594	13.32
DAP1_0601	8.01
DAP1_0605	12.66
DAP1_0606	8.9
DAP1_0607	10.96
DAP1_0609	14.34
DAP1_0614	8.52
DAP1_0619	10.76
DAP1_0620	12.53
DAP1_0623	10.52
DAP1_0629	14.34
DAP1_0630	9.64
DAP1_0631	10.21
DAP1_0634	12.04
DAP1_0636	13.39
DAP1_0648	8.07
DAP1_0649	13.42
DAP1_0651	12.61
DAP1_0654	9.76
DAP1_0656	12.11
DAP1_0657	12.49
DAP1_0671	11.29
DAP1_0674	9.56
DAP1_0678	13.26
DAP1_0682	13.23
DAP1_0691	10.15
DAP1_0692	11.57
DAP1_0696	10.16
DAP1_0697	12.55
DAP1_0700	13.5
DAP1_0715	12.47
DAP1_0717	9.77
DAP1_0718	9.61
DAP1_0720	8.52
DAP1_0721	12.17
DAP1_0724	10.97
DAP1_0731	10.27
DAP1_0732	11.45
DAP1_0740	9.11
DAP1_0742	12.16
DAP1_0743	12.77
DAP1_0744	13.05
DAP1_0745	10.47
DAP1_0747	9.92
DAP1_0751	11.9
DAP1_0752	12.38
DAP1_0753	9.23
DAP1_0754	12.24
DAP1_0756	8.23
DAP1_0758	14.16
DAP1_0759	8.29
DAP1_0764	11.67
DAP1_0775	10.2
