Reporter Identifier	VALUE
DAP1_0003	11.25
DAP1_0010	11.64
DAP1_0021	9.17
DAP1_0023	9.92
DAP1_0027	9.12
DAP1_0028	10.58
DAP1_0030	11.13
DAP1_0031	12.3
DAP1_0033	9.93
DAP1_0036	8.5
DAP1_0038	12.28
DAP1_0040	13.09
DAP1_0041	10
DAP1_0042	9.72
DAP1_0050	12.69
DAP1_0051	10.34
DAP1_0054	11.58
DAP1_0056	9.53
DAP1_0061	10.22
DAP1_0062	13.62
DAP1_0063	11.97
DAP1_0066	11.79
DAP1_0067	13.09
DAP1_0069	8.28
DAP1_0070	11.34
DAP1_0074	9.04
DAP1_0075	9.43
DAP1_0080	8.44
DAP1_0087	8.39
DAP1_0096	11.64
DAP1_0101	8.52
DAP1_0102	12.57
DAP1_0103	12.1
DAP1_0105	8.93
DAP1_0109	12.57
DAP1_0110	8.98
DAP1_0111	10.54
DAP1_0113	11.13
DAP1_0119	12.31
DAP1_0121	8.48
DAP1_0122	10.63
DAP1_0124	13.2
DAP1_0125	13.01
DAP1_0130	11.68
DAP1_0140	8.8
DAP1_0147	11.12
DAP1_0152	12.73
DAP1_0153	7.86
DAP1_0154	13.61
DAP1_0162	10.62
DAP1_0171	13.21
DAP1_0172	13.59
DAP1_0174	12.58
DAP1_0178	9.32
DAP1_0182	11.43
DAP1_0185	13.66
DAP1_0186	11.95
DAP1_0205	13.57
DAP1_0206	11.75
DAP1_0208	9.42
DAP1_0209	10.12
DAP1_0210	10.17
DAP1_0213	9.05
DAP1_0215	8.65
DAP1_0220	13.31
DAP1_0223	12.09
DAP1_0230	8.8
DAP1_0233	12.45
DAP1_0234	11.54
DAP1_0240	9.73
DAP1_0247	12
DAP1_0256	12.65
DAP1_0261	9.69
DAP1_0263	10.81
DAP1_0265	12.02
DAP1_0269	9.64
DAP1_0270	10.85
DAP1_0273	12.64
DAP1_0285	11.57
DAP1_0296	12.43
DAP1_0300	11.46
DAP1_0312	13.06
DAP1_0315	9.45
DAP1_0331	14.02
DAP1_0341	12.22
DAP1_0361	12.99
DAP1_0368	12.34
DAP1_0377	12.99
DAP1_0398	12.91
DAP1_0401	12.67
DAP1_0403	10.59
DAP1_0427	11.98
DAP1_0430	10.33
DAP1_0433	8.57
DAP1_0437	10.87
DAP1_0442	9.67
DAP1_0453	11.3
DAP1_0460	8.3
DAP1_0480	12
DAP1_0482	8.37
DAP1_0509	12.52
DAP1_0515	8.53
DAP1_0542	8.25
DAP1_0559	9.84
