Reporter Identifier	VALUE
DAP1_0003	12.29
DAP1_0010	12.91
DAP1_0021	8.62
DAP1_0023	9.55
DAP1_0027	11.26
DAP1_0028	8.39
DAP1_0030	12.05
DAP1_0031	13.17
DAP1_0033	9.9
DAP1_0036	7.94
DAP1_0038	11.02
DAP1_0040	13.32
DAP1_0041	9.52
DAP1_0042	8.98
DAP1_0050	12.59
DAP1_0051	9.17
DAP1_0054	10.65
DAP1_0056	11.85
DAP1_0061	10.66
DAP1_0062	10.35
DAP1_0063	12.12
DAP1_0066	12.61
DAP1_0067	12.74
DAP1_0069	8.59
DAP1_0070	12.28
DAP1_0074	11.49
DAP1_0075	11.47
DAP1_0080	8
DAP1_0087	8.16
DAP1_0096	11.03
DAP1_0101	8.93
DAP1_0102	12.85
DAP1_0103	11.58
DAP1_0105	8.89
DAP1_0109	10.12
DAP1_0110	8.02
DAP1_0111	9.97
DAP1_0113	11.97
DAP1_0119	8.66
DAP1_0121	9.21
DAP1_0122	8.95
DAP1_0124	13.45
DAP1_0125	10.01
DAP1_0130	10.95
DAP1_0140	10.34
DAP1_0147	11.22
DAP1_0152	13.13
DAP1_0153	8.24
DAP1_0154	13.7
DAP1_0162	11.26
DAP1_0171	11.43
DAP1_0172	13.36
DAP1_0174	13.64
DAP1_0178	8.79
DAP1_0182	12.11
DAP1_0185	12.51
DAP1_0186	8.58
DAP1_0205	12.77
DAP1_0206	9.56
DAP1_0208	9.33
DAP1_0209	11.27
DAP1_0210	9.47
DAP1_0213	8.97
DAP1_0215	10.44
DAP1_0220	13.08
DAP1_0223	12.03
DAP1_0230	8.37
DAP1_0233	12.76
DAP1_0234	12.2
DAP1_0240	12.09
DAP1_0247	12.07
DAP1_0256	13.67
DAP1_0261	11.79
DAP1_0263	8.2
DAP1_0265	9.16
DAP1_0269	9.2
DAP1_0270	11.08
DAP1_0273	12.98
DAP1_0285	12.4
DAP1_0296	9.73
DAP1_0300	11.57
DAP1_0312	13.69
DAP1_0315	8.78
DAP1_0331	12.39
DAP1_0341	12.02
DAP1_0361	13.02
DAP1_0368	12.61
DAP1_0377	12.62
DAP1_0398	13.32
DAP1_0401	13
DAP1_0403	8.72
DAP1_0427	12.2
DAP1_0430	9.62
DAP1_0433	8.27
DAP1_0437	11.01
DAP1_0442	9.26
DAP1_0453	12.07
DAP1_0460	8.27
DAP1_0480	11.62
DAP1_0482	8.01
DAP1_0509	13.08
DAP1_0515	10.29
DAP1_0542	8.23
DAP1_0559	9.35
DAP1_0581	10.21
DAP1_0585	12.08
DAP1_0587	9.31
DAP1_0594	13.88
DAP1_0601	8.54
DAP1_0605	11.45
DAP1_0606	10.16
DAP1_0607	10.68
DAP1_0609	14.4
DAP1_0614	8.34
DAP1_0619	11.32
DAP1_0620	12.7
DAP1_0623	10.81
DAP1_0629	14.89
DAP1_0630	9.48
DAP1_0631	11.64
DAP1_0634	12.07
DAP1_0636	13.64
DAP1_0648	8.08
DAP1_0649	13.62
DAP1_0651	12.92
DAP1_0654	12.39
DAP1_0656	13.25
DAP1_0657	13.45
DAP1_0671	10.55
DAP1_0674	11.36
DAP1_0678	12.39
DAP1_0682	12.77
DAP1_0691	10.11
DAP1_0692	10.58
DAP1_0696	8.49
DAP1_0697	9.51
DAP1_0700	13.92
DAP1_0715	11.95
DAP1_0717	8.85
DAP1_0718	9.48
DAP1_0720	9.4
DAP1_0721	12.6
DAP1_0724	11.15
DAP1_0731	10.54
DAP1_0732	9.63
DAP1_0740	10.21
DAP1_0742	9.24
DAP1_0743	12.88
DAP1_0744	13.01
DAP1_0745	8.62
DAP1_0747	7.97
DAP1_0751	11.72
DAP1_0752	13.06
DAP1_0753	11.35
DAP1_0754	10.95
DAP1_0756	8.57
DAP1_0758	14.16
DAP1_0759	9.99
DAP1_0764	12.64
DAP1_0775	11.8
DAP1_0778	9.48
DAP1_0780	9.71
DAP1_0781	12.65
DAP1_0791	8.99
DAP1_0799	12.14
DAP1_0800	12.36
DAP1_0805	12.12
DAP1_0807	8.51
DAP1_0813	8.56
DAP1_0814	12.64
DAP1_0815	8.36
DAP1_0820	12.41
DAP1_0822	13.51
DAP1_0839	9.5
DAP1_0840	13.33
DAP1_0844	11.82
DAP1_0859	9.65
DAP1_0861	11.8
DAP1_0864	11.61
DAP1_0881	9.78
DAP1_0884	11.4
DAP1_0885	10.36
DAP1_0887	11.73
DAP1_0889	9.82
DAP1_0890	13.21
DAP1_0891	12.27
DAP1_0895	11.4
DAP1_0897	11.68
DAP1_0901	10.02
DAP1_0905	8.52
DAP1_0913	10.68
DAP1_0915	8.43
DAP1_0917	8.72
DAP1_0920	12.29
DAP1_0925	12.58
DAP1_0926	8.87
DAP1_0929	12.2
DAP1_0931	10.65
DAP1_0933	10.78
DAP1_0935	9.96
DAP1_0936	13.3
DAP1_0940	13.66
DAP1_0942	9.01
DAP1_0943	11.67
DAP1_0944	10.86
DAP1_0946	11.92
DAP1_0949	10.48
DAP1_0950	11.27
DAP1_0951	13.9
DAP1_0952	13.56
DAP1_0958	11.95
DAP1_0960	10.18
DAP1_0961	8.94
DAP1_0963	12.34
DAP1_0969	9.58
DAP1_0971	9.69
DAP1_0973	12.63
DAP1_0974	11.62
DAP1_0976	12.67
DAP1_0977	10.46
DAP1_0978	9.94
DAP1_0979	13.28
DAP1_0984	11.82
DAP1_0987	9.7
DAP1_0989	13.26
DAP1_0991	12.21
DAP1_0992	12.78
DAP1_1000	8.97
DAP1_1001	9.38
DAP1_1002	11.94
DAP1_1006	9.37
DAP1_1009	12.06
DAP1_1011	11.99
DAP1_1015	11.03
DAP1_1020	13.85
DAP1_1022	11.75
DAP1_1024	12.68
DAP1_1030	10.55
DAP1_1032	10.21
DAP1_1037	12.01
DAP1_1039	8.38
DAP1_1040	8.65
DAP1_1041	12.17
DAP1_1042	9.27
DAP1_1044	11.68
DAP1_1046	10.52
DAP1_1047	10.23
DAP1_1051	10.63
DAP1_1055	11.43
DAP1_1060	8.73
DAP1_1063	10.29
DAP1_1066	13.97
DAP1_1071	8.44
DAP1_1072	8.48
DAP1_1077	11.27
DAP1_1078	8.63
DAP1_1079	13.95
DAP1_1080	9.34
DAP1_1085	11.24
DAP1_1086	11.44
DAP1_1087	11.87
DAP1_1088	12.85
DAP1_1093	13.89
DAP1_1097	10.83
DAP1_1098	11.15
DAP1_1099	10.44
DAP1_1102	12.04
DAP1_1104	13.28
DAP1_1105	10.04
DAP1_1109	11.8
DAP1_1110	10.17
DAP1_1111	13.05
DAP1_1124	12.03
DAP1_1125	9.84
DAP1_1138	8.34
DAP1_1145	11.8
DAP1_1151	10.82
DAP1_1164	12.15
DAP1_1170	12.32
DAP1_1171	10.83
DAP1_1173	8.59
DAP1_1178	9.89
DAP1_1182	8.05
DAP1_1190	10.08
DAP1_1191	10.76
DAP1_1203	10.32
DAP1_1219	10.16
DAP1_1222	8.75
DAP1_1225	11.1
DAP1_1227	11.36
DAP1_1228	13.53
DAP1_1229	11.24
DAP1_1240	10.58
DAP1_1241	8.1
DAP1_1248	10.79
DAP1_1250	12.44
DAP1_1255	8.67
DAP1_1256	9.38
DAP1_1262	10.72
DAP1_1265	8.25
DAP1_1267	10.33
DAP1_1269	10.47
DAP1_1270	8.65
DAP1_1272	9.66
DAP1_1276	10.42
DAP1_1277	12.81
DAP1_1285	12.65
DAP1_1286	9.2
DAP1_1307	13.74
DAP1_1309	12.52
DAP1_1311	12.02
DAP1_1312	10.19
DAP1_1317	11.17
DAP1_1319	12.89
DAP1_1320	12.43
DAP1_1321	10.88
DAP1_1324	11.1
DAP1_1326	8.67
DAP1_1330	7.96
DAP1_1331	8.52
DAP1_1333	12.43
DAP1_1334	8.55
DAP1_1335	13.2
DAP1_1337	11.62
DAP1_1338	11.48
DAP1_1339	10.27
DAP1_1340	12.67
DAP1_1341	10.81
DAP1_1343	9.41
DAP1_1344	8.63
DAP1_1360	12.47
DAP1_1370	10.56
DAP1_1375	13.57
DAP1_1377	9.6
DAP1_1382	12.53
DAP1_1384	11.64
DAP1_1389	11.43
DAP1_1390	10.89
DAP1_1392	11.83
DAP1_1407	12.91
DAP1_1432	11.67
DAP1_1439	12.47
DAP1_1462	11.54
DAP1_1482	12.72
DAP1_1493	13.84
DAP1_1543	8.39
DAP1_1549	9.28
DAP1_1550	12.22
DAP1_1553	10.03
DAP1_1558	9.87
DAP1_1559	13.35
DAP1_1562	8.27
DAP1_1563	9.17
DAP1_1564	9.83
DAP1_1565	9.85
DAP1_1577	9.53
DAP1_1581	8.27
DAP1_1586	12.07
DAP1_1587	11.01
DAP1_1588	12.34
DAP1_1590	10.39
DAP1_1595	13.3
DAP1_1596	10.31
DAP1_1599	9.09
DAP1_1600	9.51
DAP1_1601	13.03
DAP1_1604	8.33
DAP1_1608	12.2
DAP1_1610	10.48
DAP1_1617	8.14
DAP1_1623	8.32
DAP1_1628	9.74
DAP1_1629	10.58
DAP1_1634	13.13
DAP1_1640	11.83
DAP1_1644	9.25
DAP1_1645	12.73
DAP1_1646	10.42
DAP1_1647	9.26
DAP1_1650	10.08
DAP1_1651	12.25
DAP1_1653	8.79
DAP1_1655	10.46
DAP1_1658	9.54
DAP1_1661	10.5
DAP1_1665	10.91
DAP1_1671	10.02
DAP1_1676	9.59
DAP1_1678	13.68
DAP1_1679	10.6
DAP1_1680	11.2
DAP1_1682	9.92
DAP1_1685	9.29
DAP1_1688	11.43
DAP1_1689	8.44
DAP1_1693	10.12
DAP1_1697	9.28
DAP1_1700	9
DAP1_1702	12.11
DAP1_1707	8.57
