Reporter Identifier	VALUE
DAP1_0003	12.28
DAP1_0010	12.66
DAP1_0021	9.12
DAP1_0023	8.63
DAP1_0027	10.83
DAP1_0028	9.4
DAP1_0030	11.7
DAP1_0031	12.42
DAP1_0033	9.53
DAP1_0036	9.95
DAP1_0038	11.43
DAP1_0040	13.39
DAP1_0041	8.67
DAP1_0042	9.6
DAP1_0050	12.81
DAP1_0051	9.02
DAP1_0054	11.3
DAP1_0056	11.29
DAP1_0061	10.48
DAP1_0062	13.06
DAP1_0063	11.4
DAP1_0066	12.02
DAP1_0067	12.68
DAP1_0069	11.21
DAP1_0070	11.55
DAP1_0074	10.54
DAP1_0075	8.97
DAP1_0080	8.19
DAP1_0087	8.95
DAP1_0096	8.21
DAP1_0101	8.98
DAP1_0102	12.49
DAP1_0103	12.03
DAP1_0105	9.66
DAP1_0109	11.23
DAP1_0110	7.93
DAP1_0111	10.65
DAP1_0113	12.04
DAP1_0119	11.65
DAP1_0121	8.5
DAP1_0122	9.39
DAP1_0124	12.99
DAP1_0125	12.08
DAP1_0130	9.41
DAP1_0140	10.58
DAP1_0147	10.43
DAP1_0152	12.99
DAP1_0153	8.81
DAP1_0154	13.82
DAP1_0162	10.9
DAP1_0171	12.81
DAP1_0172	13.91
DAP1_0174	13.66
DAP1_0178	8.37
DAP1_0182	11.94
DAP1_0185	13.31
DAP1_0186	9.87
DAP1_0205	13.44
DAP1_0206	10.59
DAP1_0208	10.11
DAP1_0209	10.5
DAP1_0210	8.82
DAP1_0213	8.43
DAP1_0215	8.12
DAP1_0220	13.7
DAP1_0223	10.15
DAP1_0230	8.12
DAP1_0233	13.17
DAP1_0234	11.63
DAP1_0240	10.18
DAP1_0247	11.69
DAP1_0256	13.2
DAP1_0261	11.74
DAP1_0263	9.17
DAP1_0265	10.64
DAP1_0269	10.41
DAP1_0270	11.53
DAP1_0273	12.77
DAP1_0285	12.97
DAP1_0296	12.33
DAP1_0300	10.97
DAP1_0312	12.68
DAP1_0315	8.53
DAP1_0331	13.64
