Reporter Identifier	VALUE
DAP1_0003	11.69
DAP1_0010	12.27
DAP1_0021	10.64
DAP1_0023	9.29
DAP1_0027	10.98
DAP1_0028	9.38
DAP1_0030	11.93
DAP1_0031	12.96
DAP1_0033	10.15
DAP1_0036	10.21
DAP1_0038	9.95
DAP1_0040	13.3
DAP1_0041	9.41
DAP1_0042	9.68
DAP1_0050	13.09
DAP1_0051	8.73
DAP1_0054	11.31
DAP1_0056	10.84
DAP1_0061	10.51
DAP1_0062	10.6
DAP1_0063	11.39
DAP1_0066	12.72
DAP1_0067	11.25
DAP1_0069	10.21
DAP1_0070	11.63
DAP1_0074	11.57
DAP1_0075	9.19
DAP1_0080	8.3
DAP1_0087	10.12
DAP1_0096	8.06
DAP1_0101	8.5
DAP1_0102	11.37
DAP1_0103	13.01
DAP1_0105	8.35
DAP1_0109	10.56
DAP1_0110	8.1
DAP1_0111	10.26
DAP1_0113	12.43
DAP1_0119	10.17
DAP1_0121	9.02
DAP1_0122	9.82
DAP1_0124	13.12
DAP1_0125	9.44
DAP1_0130	9.21
DAP1_0140	9.65
DAP1_0147	11.33
DAP1_0152	13.34
DAP1_0153	8.03
DAP1_0154	13.85
DAP1_0162	12.1
DAP1_0171	12.21
DAP1_0172	13.29
DAP1_0174	13.02
DAP1_0178	9.14
DAP1_0182	12.09
DAP1_0185	12.03
DAP1_0186	9.52
DAP1_0205	13.31
DAP1_0206	11.24
DAP1_0208	8.93
DAP1_0209	10.69
DAP1_0210	9.19
DAP1_0213	9.45
DAP1_0215	9.58
DAP1_0220	13.82
DAP1_0223	11.42
DAP1_0230	8.87
DAP1_0233	13.01
DAP1_0234	12.39
DAP1_0240	11.07
DAP1_0247	11.83
DAP1_0256	13.31
DAP1_0261	11.73
DAP1_0263	10.5
DAP1_0265	11.91
DAP1_0269	9.1
DAP1_0270	12.11
DAP1_0273	12.96
DAP1_0285	12.37
DAP1_0296	9.55
DAP1_0300	10.41
DAP1_0312	13.21
DAP1_0315	8.73
DAP1_0331	12.96
DAP1_0341	10.42
DAP1_0361	12.55
DAP1_0368	12.99
DAP1_0377	12.4
DAP1_0398	13.44
DAP1_0401	12.72
DAP1_0403	10.99
DAP1_0427	12.39
DAP1_0430	10.51
DAP1_0433	8.12
DAP1_0437	11.17
DAP1_0442	11.91
DAP1_0453	12.29
DAP1_0460	8.09
DAP1_0480	12.59
DAP1_0482	11.09
DAP1_0509	12.48
DAP1_0515	8.07
DAP1_0542	9.27
DAP1_0559	8.94
DAP1_0581	10.73
DAP1_0585	8.58
DAP1_0587	11.02
DAP1_0594	13.37
DAP1_0601	7.95
DAP1_0605	12.58
DAP1_0606	10.55
DAP1_0607	9.76
DAP1_0609	14.12
DAP1_0614	8.09
DAP1_0619	10.37
DAP1_0620	13.52
DAP1_0623	8.06
DAP1_0629	14.12
DAP1_0630	11.15
DAP1_0631	10.72
DAP1_0634	11.31
DAP1_0636	12.81
DAP1_0648	8.21
DAP1_0649	12.28
DAP1_0651	12.65
DAP1_0654	9.52
DAP1_0656	13.54
DAP1_0657	12.52
DAP1_0671	10.67
DAP1_0674	9.04
DAP1_0678	11.3
DAP1_0682	13.23
DAP1_0691	10.39
DAP1_0692	11.38
DAP1_0696	8.02
DAP1_0697	9.23
DAP1_0700	13.89
DAP1_0715	10.91
DAP1_0717	9.94
DAP1_0718	10.29
DAP1_0720	8.7
DAP1_0721	13.29
DAP1_0724	8.44
DAP1_0731	11.33
DAP1_0732	10.1
DAP1_0740	9.01
DAP1_0742	10.44
DAP1_0743	12.33
DAP1_0744	12.64
DAP1_0745	9.55
DAP1_0747	7.89
DAP1_0751	11.28
DAP1_0752	12.26
DAP1_0753	8.99
DAP1_0754	12.56
DAP1_0756	8.61
DAP1_0758	14.02
DAP1_0759	9.34
DAP1_0764	11.91
DAP1_0775	11.14
DAP1_0778	9.92
DAP1_0780	10.76
DAP1_0781	12.08
DAP1_0791	10.83
DAP1_0799	11.47
DAP1_0800	12.84
DAP1_0805	10.65
DAP1_0807	11.43
DAP1_0813	12.52
DAP1_0814	11.78
DAP1_0815	10.67
DAP1_0820	10.67
DAP1_0822	13.38
DAP1_0839	10.19
DAP1_0840	13.8
DAP1_0844	10.6
DAP1_0859	10.44
DAP1_0861	10.04
DAP1_0864	11.45
DAP1_0881	8.22
DAP1_0884	10.91
DAP1_0885	8.09
DAP1_0887	11.55
DAP1_0889	8.41
DAP1_0890	12.61
DAP1_0891	8.64
DAP1_0895	9.8
DAP1_0897	11.01
DAP1_0901	12.44
DAP1_0905	10.59
DAP1_0913	12.22
DAP1_0915	8.72
DAP1_0917	8.65
DAP1_0920	12.65
DAP1_0925	12.43
DAP1_0926	8.1
DAP1_0929	13.17
DAP1_0931	10.79
DAP1_0933	11.5
DAP1_0935	8.2
DAP1_0936	12.21
DAP1_0940	14.12
DAP1_0942	11.21
DAP1_0943	11.49
DAP1_0944	10.92
DAP1_0946	12.15
DAP1_0949	10.81
DAP1_0950	11.34
DAP1_0951	13.76
DAP1_0952	12.53
DAP1_0958	10.89
DAP1_0960	10.36
DAP1_0961	8.92
