Reporter Identifier	VALUE
DAP1_0003	10.23
DAP1_0010	11.37
DAP1_0021	10.72
DAP1_0023	9.55
DAP1_0027	9.81
DAP1_0028	8.06
DAP1_0030	10.12
DAP1_0031	12.46
DAP1_0033	11.71
DAP1_0036	8.48
DAP1_0038	12.69
DAP1_0040	13.31
DAP1_0041	10.35
DAP1_0042	9.9
DAP1_0050	12.68
DAP1_0051	11.26
DAP1_0054	11.62
DAP1_0056	9.23
DAP1_0061	10.67
DAP1_0062	13.41
DAP1_0063	11
DAP1_0066	11.86
DAP1_0067	11.29
DAP1_0069	10.51
DAP1_0070	10.03
DAP1_0074	11.88
DAP1_0075	11.88
DAP1_0080	8.47
DAP1_0087	10.62
DAP1_0096	9.27
DAP1_0101	9.26
DAP1_0102	13
DAP1_0103	12.37
DAP1_0105	9.62
DAP1_0109	12.64
DAP1_0110	8.96
DAP1_0111	9.84
DAP1_0113	12.48
DAP1_0119	13.12
DAP1_0121	9.46
DAP1_0122	10.03
DAP1_0124	13.41
DAP1_0125	12.98
DAP1_0130	10.08
DAP1_0140	8.56
DAP1_0147	8.27
DAP1_0152	11.86
DAP1_0153	8.68
DAP1_0154	13.49
DAP1_0162	11.07
DAP1_0171	13.23
DAP1_0172	12.91
DAP1_0174	13.07
DAP1_0178	12.27
DAP1_0182	8.95
DAP1_0185	13.98
DAP1_0186	8.87
DAP1_0205	12.58
DAP1_0206	10.4
DAP1_0208	11.82
DAP1_0209	11.66
DAP1_0210	10.3
DAP1_0213	8.9
DAP1_0215	8.29
DAP1_0220	12.64
DAP1_0223	10.38
DAP1_0230	9.36
DAP1_0233	11.27
DAP1_0234	11.56
DAP1_0240	9.85
DAP1_0247	12.02
DAP1_0256	12.58
DAP1_0261	12.17
DAP1_0263	8.84
DAP1_0265	9.89
DAP1_0269	11.76
DAP1_0270	11.42
DAP1_0273	12.3
DAP1_0285	11.8
DAP1_0296	13.35
DAP1_0300	11.98
DAP1_0312	13.35
DAP1_0315	10.2
DAP1_0331	13.62
DAP1_0341	11.76
DAP1_0361	12.84
DAP1_0368	12.04
DAP1_0377	10.66
DAP1_0398	12.88
DAP1_0401	12.81
DAP1_0403	10.53
DAP1_0427	11.24
DAP1_0430	10.1
DAP1_0433	7.9
DAP1_0437	12.52
DAP1_0442	10.18
DAP1_0453	11.51
DAP1_0460	8.81
DAP1_0480	10.19
DAP1_0482	9.18
DAP1_0509	12.96
DAP1_0515	8.31
DAP1_0542	8.27
DAP1_0559	9.66
DAP1_0581	10.46
DAP1_0585	8.52
DAP1_0587	13.21
DAP1_0594	13.68
DAP1_0601	9.02
DAP1_0605	13.37
DAP1_0606	8.81
DAP1_0607	10.22
DAP1_0609	14.17
DAP1_0614	8.41
DAP1_0619	12.86
DAP1_0620	12.4
DAP1_0623	8.79
DAP1_0629	13.3
DAP1_0630	12.1
DAP1_0631	11.31
DAP1_0634	11.09
DAP1_0636	13.65
DAP1_0648	8.78
DAP1_0649	12.36
DAP1_0651	11.35
DAP1_0654	12.12
DAP1_0656	12.76
DAP1_0657	12.76
DAP1_0671	12.77
DAP1_0674	9.6
DAP1_0678	13.85
DAP1_0682	12.14
DAP1_0691	12.26
DAP1_0692	11.11
DAP1_0696	7.97
DAP1_0697	10.22
DAP1_0700	13.17
DAP1_0715	13.38
DAP1_0717	8.46
DAP1_0718	10.27
DAP1_0720	9.65
DAP1_0721	12.51
DAP1_0724	8.23
DAP1_0731	8.39
DAP1_0732	8.5
DAP1_0740	10.79
DAP1_0742	8.8
DAP1_0743	12.3
DAP1_0744	12.48
DAP1_0745	8.44
DAP1_0747	8.68
DAP1_0751	11.85
DAP1_0752	10.86
DAP1_0753	11.81
DAP1_0754	12.32
DAP1_0756	8.22
DAP1_0758	14.05
DAP1_0759	10.57
DAP1_0764	12.48
DAP1_0775	11.41
DAP1_0778	12.07
DAP1_0780	11.01
DAP1_0781	11.92
DAP1_0791	13.3
DAP1_0799	11.55
DAP1_0800	11.8
DAP1_0805	11.61
DAP1_0807	9.21
DAP1_0813	9.14
DAP1_0814	12.71
DAP1_0815	10.76
DAP1_0820	12.66
DAP1_0822	12.45
DAP1_0839	11.42
DAP1_0840	13.34
DAP1_0844	12.16
DAP1_0859	12.58
DAP1_0861	10.77
DAP1_0864	9.29
DAP1_0881	8.35
DAP1_0884	9.69
DAP1_0885	10.67
DAP1_0887	8.15
DAP1_0889	8.31
DAP1_0890	12.54
DAP1_0891	10.43
DAP1_0895	10.72
DAP1_0897	10.49
DAP1_0901	8.51
DAP1_0905	8.2
DAP1_0913	11.83
DAP1_0915	8.52
DAP1_0917	9.13
DAP1_0920	11.38
DAP1_0925	12.07
DAP1_0926	8.28
DAP1_0929	11.52
DAP1_0931	10.64
DAP1_0933	9.6
DAP1_0935	9.01
DAP1_0936	12.87
DAP1_0940	13.44
DAP1_0942	12.48
DAP1_0943	11.02
DAP1_0944	8.57
DAP1_0946	12.59
DAP1_0949	13.14
DAP1_0950	10.28
DAP1_0951	13.26
DAP1_0952	13.43
DAP1_0958	8.88
DAP1_0960	11.06
DAP1_0961	8.87
DAP1_0963	11.36
DAP1_0969	10.46
DAP1_0971	8.42
DAP1_0973	12.69
DAP1_0974	9.52
DAP1_0976	12.29
DAP1_0977	11.75
DAP1_0978	10.33
DAP1_0979	11.91
DAP1_0984	12.08
DAP1_0987	10.47
DAP1_0989	13.53
DAP1_0991	11.23
DAP1_0992	12.54
DAP1_1000	12.7
DAP1_1001	9.97
