Reporter Identifier	VALUE
DAP1_0003	12.12
DAP1_0010	12.17
DAP1_0021	9.59
DAP1_0023	8.8
DAP1_0027	11.4
DAP1_0028	9.06
DAP1_0030	11.71
DAP1_0031	12.14
DAP1_0033	8.71
DAP1_0036	9.73
DAP1_0038	10.87
DAP1_0040	13.37
DAP1_0041	9.23
DAP1_0042	8.88
DAP1_0050	12.99
DAP1_0051	9.26
DAP1_0054	11.32
DAP1_0056	12.62
DAP1_0061	10.99
DAP1_0062	12.26
DAP1_0063	9.93
DAP1_0066	11.97
DAP1_0067	12.6
DAP1_0069	11.16
DAP1_0070	11.51
DAP1_0074	9.48
DAP1_0075	9.64
DAP1_0080	7.99
DAP1_0087	11.16
DAP1_0096	8.33
DAP1_0101	10.2
DAP1_0102	12.48
DAP1_0103	11.61
DAP1_0105	8.97
DAP1_0109	11.16
DAP1_0110	8.94
DAP1_0111	10.42
DAP1_0113	12.02
DAP1_0119	10.36
DAP1_0121	8.6
DAP1_0122	8.55
DAP1_0124	13.36
DAP1_0125	10.9
DAP1_0130	9.93
DAP1_0140	10.58
DAP1_0147	10
DAP1_0152	13.19
DAP1_0153	8.3
DAP1_0154	13.37
DAP1_0162	11.22
DAP1_0171	11.98
DAP1_0172	13.95
DAP1_0174	13.3
DAP1_0178	8.43
DAP1_0182	11.21
DAP1_0185	12.91
DAP1_0186	11.33
DAP1_0205	13.89
DAP1_0206	11.02
DAP1_0208	9.17
DAP1_0209	10.86
DAP1_0210	9.38
DAP1_0213	8.2
DAP1_0215	8.35
DAP1_0220	13.57
DAP1_0223	9.94
DAP1_0230	8.17
DAP1_0233	12.6
DAP1_0234	11.84
DAP1_0240	8.66
DAP1_0247	11.77
DAP1_0256	13.27
DAP1_0261	12.18
DAP1_0263	10.02
DAP1_0265	11.34
DAP1_0269	10.27
DAP1_0270	12
DAP1_0273	12.92
DAP1_0285	12.13
DAP1_0296	11.44
DAP1_0300	11.07
DAP1_0312	12.7
DAP1_0315	9.29
DAP1_0331	13.22
DAP1_0341	11.1
DAP1_0361	12.51
DAP1_0368	13.21
DAP1_0377	13.22
DAP1_0398	12.87
DAP1_0401	12.94
DAP1_0403	8.98
DAP1_0427	11.56
DAP1_0430	10.14
DAP1_0433	8.01
DAP1_0437	10.59
DAP1_0442	12.22
DAP1_0453	10.41
DAP1_0460	8.3
DAP1_0480	11.95
DAP1_0482	10.07
DAP1_0509	12.3
DAP1_0515	10.09
DAP1_0542	7.93
DAP1_0559	9.4
DAP1_0581	11.31
DAP1_0585	10.74
DAP1_0587	11.58
DAP1_0594	13.42
DAP1_0601	9.84
DAP1_0605	12.39
DAP1_0606	11.53
DAP1_0607	9.41
DAP1_0609	14.55
DAP1_0614	8.31
DAP1_0619	11.96
DAP1_0620	13.1
DAP1_0623	9.46
DAP1_0629	14.06
DAP1_0630	8.75
DAP1_0631	12.04
DAP1_0634	12.45
DAP1_0636	13.23
DAP1_0648	10.75
DAP1_0649	13.11
DAP1_0651	12.29
DAP1_0654	9.79
DAP1_0656	12.58
DAP1_0657	13.8
DAP1_0671	11.13
DAP1_0674	9.89
DAP1_0678	13.47
DAP1_0682	12.99
DAP1_0691	10.8
DAP1_0692	9.46
DAP1_0696	10.19
DAP1_0697	11.12
DAP1_0700	13.96
DAP1_0715	12.63
DAP1_0717	8.52
DAP1_0718	8.73
DAP1_0720	8.64
DAP1_0721	12.41
DAP1_0724	11.48
DAP1_0731	10.31
DAP1_0732	9.64
DAP1_0740	10.28
DAP1_0742	11.02
DAP1_0743	12.55
DAP1_0744	12.4
DAP1_0745	8.92
DAP1_0747	11.03
DAP1_0751	12.36
DAP1_0752	13.25
DAP1_0753	9.5
DAP1_0754	12.63
DAP1_0756	8.25
DAP1_0758	14.27
DAP1_0759	8.87
DAP1_0764	11.62
DAP1_0775	10.44
DAP1_0778	10.33
DAP1_0780	9.7
DAP1_0781	11.75
DAP1_0791	11.63
DAP1_0799	11.94
DAP1_0800	12.61
DAP1_0805	12.5
DAP1_0807	9.88
DAP1_0813	11.81
DAP1_0814	11.57
DAP1_0815	9.39
DAP1_0820	10.56
DAP1_0822	13.55
DAP1_0839	10.96
DAP1_0840	13.56
DAP1_0844	11.19
DAP1_0859	11.76
DAP1_0861	10.89
DAP1_0864	10.68
DAP1_0881	9.31
DAP1_0884	8.49
DAP1_0885	8.82
DAP1_0887	10.06
DAP1_0889	9.4
DAP1_0890	12.69
DAP1_0891	11.1
DAP1_0895	9.28
DAP1_0897	9.43
DAP1_0901	10.75
DAP1_0905	10.43
DAP1_0913	11.38
DAP1_0915	9.95
DAP1_0917	8.27
DAP1_0920	12.59
DAP1_0925	12.37
DAP1_0926	8.03
DAP1_0929	12.1
DAP1_0931	9.94
DAP1_0933	12.42
DAP1_0935	8.17
DAP1_0936	12.22
DAP1_0940	13.94
DAP1_0942	8.93
DAP1_0943	12.09
DAP1_0944	10.68
DAP1_0946	12.38
DAP1_0949	12.05
DAP1_0950	10.46
DAP1_0951	13.75
DAP1_0952	13.36
DAP1_0958	11.1
DAP1_0960	9.47
DAP1_0961	9.52
DAP1_0963	12.23
DAP1_0969	8.87
DAP1_0971	9.14
DAP1_0973	12.12
DAP1_0974	11.01
DAP1_0976	12.71
DAP1_0977	10.84
DAP1_0978	9.24
DAP1_0979	12.82
DAP1_0984	11.92
DAP1_0987	9.18
DAP1_0989	13.18
DAP1_0991	8.94
DAP1_0992	12.85
DAP1_1000	9.51
DAP1_1001	8.56
DAP1_1002	12.16
DAP1_1006	10.95
DAP1_1009	11.65
DAP1_1011	13.74
DAP1_1015	10.71
DAP1_1020	14.22
DAP1_1022	13.35
DAP1_1024	12.49
DAP1_1030	10.7
DAP1_1032	9.52
DAP1_1037	12.08
DAP1_1039	11.26
DAP1_1040	9.58
DAP1_1041	11.34
DAP1_1042	11.44
DAP1_1044	10.32
DAP1_1046	10.65
DAP1_1047	9.62
DAP1_1051	12.3
DAP1_1055	12.51
DAP1_1060	8.18
DAP1_1063	11.88
DAP1_1066	13.98
DAP1_1071	12.05
DAP1_1072	8.19
DAP1_1077	10.19
DAP1_1078	10.31
DAP1_1079	13.83
DAP1_1080	8.52
DAP1_1085	11.5
DAP1_1086	12.36
DAP1_1087	11.97
DAP1_1088	11.72
DAP1_1093	13.67
DAP1_1097	11.26
DAP1_1098	12.21
DAP1_1099	10.69
DAP1_1102	10.81
DAP1_1104	13.32
DAP1_1105	10.57
DAP1_1109	12.19
DAP1_1110	9.11
DAP1_1111	13.37
DAP1_1124	11.29
DAP1_1125	11.17
DAP1_1138	9.57
DAP1_1145	9.62
DAP1_1151	10.59
DAP1_1164	11.03
DAP1_1170	12.32
DAP1_1171	9.49
