4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50
sam	0.113109618225583	0.736041569266079	1	1	1	0.839713501301875	0.710779108963312	1	1	1	1	1	0.685830434451606	0.500184257070794	0.188614198914569	0.0637320611325232	0.251737325886578	0.328277243851337	0.0590582290905366	0.113109618225583	0.166938015025064	0.0739973685751365	0.120983260983098	0.23805997487154
geode	0.156828296926177	1	0.380780109760444	0.813455986758935	0.156828296926177	0.636969684594506	0.0796158014601134	0.0687072999998226	0.0397526854264592	0.296018446287874	0.566597378007616	0.919447279941319	0.866150638998213	1	1	1	1	1	1	1	1	1	1	1
ref	1	0.78740649066627	0.636969684594506	0.97310841014283	0.636969684594506	1	1	0.0505618754017751	0.328277243851337	0.23805997487154	0.892738400944348	0.892738400944348	1	0.661219628258286	1	0.458317694133079	0.636969684594506	0.736041569266079	0.311872964786022	0.23805997487154	0.500184257070794	0.0985774366672467	0.296018446287874	0.0397526854264594
chs	0.105645429201877	0.113109618225583	0.52185417324339	0.296018446287874	0.0397526854264594	0.200200782871216	0.156828296926177	0.438144780058653	0.23805997487154	0.919447279941318	0.636969684594506	0.813455986758935	1	0.919447279941318	0.566597378007616	0.296018446287874	0.813455986758934	0.566597378007616	0.736041569266079	0.296018446287874	0.296018446287873	0.0918922110986562	0.13801073756866	0.41849223344682
form_sam-geode	0.0590582290905368	0.710779108963312	0.34523107177184	0.685830434451606	0.380780109760444	0.78740649066627	0.866150638998213	0.399368373186087	0.761592712781761	0.543997004787025	0.362732960689297	0.296018446287874	0.97310841014283	0.919447279941318	0.543997004787025	0.458317694133079	0.736041569266079	0.866150638998213	0.34523107177184	0.34523107177184	0.866150638998213	0.280712665268496	0.661219628258286	0.661219628258286
form_ref-chs	0.0739973685751363	0.147189711133968	0.97310841014283	0.710779108963312	0.296018446287874	0.500184257070794	0.0918922110986562	0.566597378007616	0.399368373186087	0.399368373186087	0.710779108963312	0.761592712781761	0.380780109760444	0.166938015025064	0.813455986758934	0.212298606881878	0.813455986758934	0.566597378007616	0.177529852412154	0.177529852412154	0.362732960689297	0.566597378007616	0.661219628258286	0.438144780058653
form_sam-geode-ref-chs	0.566597378007616	0.34523107177184	0.710779108963311	0.685830434451606	0.156828296926177	0.212298606881878	0.147189711133967	0.500184257070794	0.946247358663803	0.946247358663803	0.479001238994211	0.919447279941318	0.97310841014283	0.636969684594506	0.636969684594506	0.166938015025064	0.399368373186087	0.438144780058654	0.328277243851337	0.543997004787025	0.156828296926177	0.129279386488387	0.120983260983098	0.156828296926177
consensus_sam-geode	0.120983260983098	0.500184257070794	0.946247358663803	0.813455986758935	0.200200782871216	0.328277243851337	0.224915884015962	0.613102446922718	0.710779108963311	0.736041569266079	0.543997004787025	0.311872964786022	0.613102446922718	0.566597378007616	0.946247358663803	0.479001238994211	0.438144780058653	0.866150638998213	0.589638551626567	0.636969684594506	0.839713501301875	0.97310841014283	0.380780109760444	0.613102446922718
consensus_ref_chs	0.0467133905783632	0.479001238994211	0.813455986758935	0.23805997487154	0.362732960689297	0.311872964786022	0.212298606881878	0.265953409312842	0.47900123899421	0.52185417324339	0.97310841014283	0.761592712781761	0.866150638998213	0.613102446922718	0.566597378007616	0.311872964786022	0.311872964786022	0.41849223344682	0.380780109760444	0.0739973685751363	0.47900123899421	0.166938015025064	0.177529852412154	0.265953409312842
consensus_sam-geode-ref-chs	0.566597378007616	0.973108410142829	0.892738400944348	0.787406490666269	0.0985774366672467	0.13801073756866	0.761592712781761	0.919447279941318	0.866150638998213	0.892738400944348	0.328277243851337	0.296018446287874	0.458317694133079	0.589638551626567	0.613102446922718	0.866150638998213	0.892738400944348	0.685830434451606	0.866150638998213	0.761592712781761	0.866150638998213	0.0739973685751365	0.362732960689297	0.543997004787025
